"panel_code","panel_name","panelist_name","affiliation","chair","panel_category","year"
"203","Chemie","Ing. Iva Píchová"," Ústav organické chemie a biochemie AV ČR","Prof. RNDr. Milan Potáček, CSc. - předseda","sub-branch","2008"
"203","Chemie","Prof. RNDr. Milan Potáček"," Masarykova univerzita - Přírodovědecká fakulta","Prof. RNDr. Milan Potáček, CSc. - předseda","sub-branch","2008"
"203","Chemie","Doc. Ing. Irena Prokopová"," Vysoká škola chemicko-technologická v Praze - Fakulta chemické technologie","Prof. RNDr. Milan Potáček, CSc. - předseda","sub-branch","2008"
"203","Chemie","Doc. RNDr. Eva Samcová"," Univerzita Karlova v Praze - 3. lékařská fakulta","Prof. RNDr. Milan Potáček, CSc. - předseda","sub-branch","2008"
"203","Chemie","Doc. Ing. Miloš Sedlák"," Univerzita Pardubice - Fakulta chemicko-technologická","Prof. RNDr. Milan Potáček, CSc. - předseda","sub-branch","2008"
"203","Chemie","Ing. Zdeněk Sobalík"," Ústav fyzikální chemie J. Heyrovského AV ČR","Prof. RNDr. Milan Potáček, CSc. - předseda","sub-branch","2008"
"203","Chemie","Doc. Ing. Vladimír Sýkora"," Vysoká škola chemicko-technologická v Praze - Fakulta technologie ochrany prostředí","Prof. RNDr. Milan Potáček, CSc. - předseda","sub-branch","2008"
"203","Chemie","Ing. Jiří Šrogl"," Ústav organické chemie a biochemie AV ČR","Prof. RNDr. Milan Potáček, CSc. - předseda","sub-branch","2008"
"203","Chemie","Prof. Ing. Ladislav Tichý"," Ústav makromolekulární chemie AV ČR","Prof. RNDr. Milan Potáček, CSc. - předseda","sub-branch","2008"
"203","Chemie","Prof. RNDr. Jiří Vohlídal"," Univerzita Karlova v Praze - Přírodovědecká fakulta","Prof. RNDr. Milan Potáček, CSc. - předseda","sub-branch","2008"
"204","Buněčná a molekulární biologie","Doc. RNDr. Pavla Binarová"," Mikrobiologický ústav AV ČR","MUDr. Zdeněk Hodný, CSc. - předseda","sub-branch","2008"
"204","Buněčná a molekulární biologie","RNDr. Pavel Branny"," Mikrobiologický ústav AV ČR","MUDr. Zdeněk Hodný, CSc. - předseda","sub-branch","2008"
"204","Buněčná a molekulární biologie","Doc. RNDr. Vladimír Divoký"," Univerzita Palackého v Olomouci - Lékařská fakulta","MUDr. Zdeněk Hodný, CSc. - předseda","sub-branch","2008"
"204","Buněčná a molekulární biologie","Doc. MVDr. Aleš Hampl"," Masarykova univerzita - Lékařská fakulta","MUDr. Zdeněk Hodný, CSc. - předseda","sub-branch","2008"
"204","Buněčná a molekulární biologie","MUDr. Zdeněk Hodný"," Ústav molekulární genetiky AV ČR","MUDr. Zdeněk Hodný, CSc. - předseda","sub-branch","2008"
"204","Buněčná a molekulární biologie","RNDr. Ivan Hrdý"," Univerzita Karlova v Praze - Přírodovědecká fakulta","MUDr. Zdeněk Hodný, CSc. - předseda","sub-branch","2008"
"204","Buněčná a molekulární biologie","Doc. RNDr. Marek Jindra"," v.v.i. - Entomologický ústav","MUDr. Zdeněk Hodný, CSc. - předseda","sub-branch","2008"
"204","Buněčná a molekulární biologie","RNDr. Vladimír Kořínek"," Ústav molekulární genetiky AV ČR","MUDr. Zdeněk Hodný, CSc. - předseda","sub-branch","2008"
"204","Buněčná a molekulární biologie","RNDr. Jarmila Králová"," Ústav molekulární genetiky AV ČR","MUDr. Zdeněk Hodný, CSc. - předseda","sub-branch","2008"
"204","Buněčná a molekulární biologie","RNDr. Jiří Novotný"," Univerzita Karlova v Praze - Přírodovědecká fakulta","MUDr. Zdeněk Hodný, CSc. - předseda","sub-branch","2008"
"204","Buněčná a molekulární biologie","Ing. Miroslav Pátek"," Mikrobiologický ústav AV ČR","MUDr. Zdeněk Hodný, CSc. - předseda","sub-branch","2008"
"204","Buněčná a molekulární biologie","RNDr. Hana Sychrová"," Fyziologický ústav AV ČR","MUDr. Zdeněk Hodný, CSc. - předseda","sub-branch","2008"
"204","Buněčná a molekulární biologie","RNDr. Michal Štros"," Biofyzikální ústav AV ČR","MUDr. Zdeněk Hodný, CSc. - předseda","sub-branch","2008"
"205","Vědy o Zemi a vesmíru","RNDr. Vratislav Blecha"," Univerzita Karlova v Praze - Přírodovědecká fakulta","RNDr. Karel Žák, CSc. - předseda","sub-branch","2008"
"205","Vědy o Zemi a vesmíru","Doc. RNDr. Petr Dobrovolný"," Masarykova univerzita - Přírodovědecká fakulta","RNDr. Karel Žák, CSc. - předseda","sub-branch","2008"
"205","Vědy o Zemi a vesmíru","Mgr. Eva Franců"," Česká geologická služba - pobočka Brno","RNDr. Karel Žák, CSc. - předseda","sub-branch","2008"
"205","Vědy o Zemi a vesmíru","RNDr. Jiří Frýda"," Česká geologická služba","RNDr. Karel Žák, CSc. - předseda","sub-branch","2008"
"205","Vědy o Zemi a vesmíru","Ing. Svatoslav Chamra"," České vysoké učení technické v Praze - Fakulta stavební","RNDr. Karel Žák, CSc. - předseda","sub-branch","2008"
"205","Vědy o Zemi a vesmíru","Doc. RNDr. Emil Jelínek"," Univerzita Karlova v Praze - Přírodovědecká fakulta","RNDr. Karel Žák, CSc. - předseda","sub-branch","2008"
"205","Vědy o Zemi a vesmíru","Doc. RNDr. Milan Jeřábek"," Univerzita Jana Evangelisty Purkyně v Ústí nad Labem - Přírodovědecká fakulta","RNDr. Karel Žák, CSc. - předseda","sub-branch","2008"
"205","Vědy o Zemi a vesmíru","Doc. RNDr. Zdeněk Kaláb"," Ústav geoniky AV ČR","RNDr. Karel Žák, CSc. - předseda","sub-branch","2008"
"205","Vědy o Zemi a vesmíru","RNDr. Jiří Kvaček"," Národní muzeum","RNDr. Karel Žák, CSc. - předseda","sub-branch","2008"
"205","Vědy o Zemi a vesmíru","RNDr. Jan Laštovička"," Ústav fyziky atmosféry AV ČR","RNDr. Karel Žák, CSc. - předseda","sub-branch","2008"
"205","Vědy o Zemi a vesmíru","Doc. RNDr. Jaromír Leichmann"," Masarykova univerzita - Přírodovědecká fakulta","RNDr. Karel Žák, CSc. - předseda","sub-branch","2008"
"205","Vědy o Zemi a vesmíru","Doc. RNDr. Jiří Mls"," Univerzita Karlova v Praze - Přírodovědecká fakulta","RNDr. Karel Žák, CSc. - předseda","sub-branch","2008"
"205","Vědy o Zemi a vesmíru","Doc. RNDr. Slavomír Nehyba"," Masarykova univerzita - Přírodovědecká fakulta","RNDr. Karel Žák, CSc. - předseda","sub-branch","2008"
"205","Vědy o Zemi a vesmíru","Prof. Ing. Pavel Novák"," topografický a kartografický","RNDr. Karel Žák, CSc. - předseda","sub-branch","2008"
"205","Vědy o Zemi a vesmíru","RNDr. Eduard Petrovský"," Geofyzikální ústav AV ČR","RNDr. Karel Žák, CSc. - předseda","sub-branch","2008"
"205","Vědy o Zemi a vesmíru","Mgr. Petr Pravec"," Astronomický ústav AV ČR","RNDr. Karel Žák, CSc. - předseda","sub-branch","2008"
"205","Vědy o Zemi a vesmíru","Doc. RNDr. Daniela Řezáčová"," Ústav fyziky atmosféry AV ČR","RNDr. Karel Žák, CSc. - předseda","sub-branch","2008"
"205","Vědy o Zemi a vesmíru","RNDr. Josef Stemberk"," Ústav struktury a mechaniky hornin AV ČR","RNDr. Karel Žák, CSc. - předseda","sub-branch","2008"
"205","Vědy o Zemi a vesmíru","RNDr. Jan Šafanda"," Geofyzikální ústav AV ČR","RNDr. Karel Žák, CSc. - předseda","sub-branch","2008"
"205","Vědy o Zemi a vesmíru","Prof. RNDr. Jana Šafránková"," Univerzita Karlova v Praze - Matematicko-fyzikální fakulta","RNDr. Karel Žák, CSc. - předseda","sub-branch","2008"
"205","Vědy o Zemi a vesmíru","Doc. RNDr. David Vokrouhlický"," Univerzita Karlova v Praze - Matematicko-fyzikální fakulta","RNDr. Karel Žák, CSc. - předseda","sub-branch","2008"
"205","Vědy o Zemi a vesmíru","Prof. RNDr. Vít Voženílek"," Univerzita Palackého v Olomouci - Přírodovědecká fakulta","RNDr. Karel Žák, CSc. - předseda","sub-branch","2008"
"205","Vědy o Zemi a vesmíru","Doc. RNDr. Miroslav Vysoudil"," Univerzita Palackého v Olomouci - Přírodovědecká fakulta","RNDr. Karel Žák, CSc. - předseda","sub-branch","2008"
"205","Vědy o Zemi a vesmíru","RNDr. Karel Žák"," Geologický ústav AV ČR","RNDr. Karel Žák, CSc. - předseda","sub-branch","2008"
"206","Obecná a ekologická biologie","Prof. RNDr. Vladimír Bejček"," Česká zemědělská univerzita v Praze - Fakulta životního prostředí","Prof. RNDr. Václav Hypša, CSc. - předseda","sub-branch","2008"
"206","Obecná a ekologická biologie","Doc. Ing. Milada Bocáková"," Univerzita Palackého v Olomouci - Pedagogická fakulta","Prof. RNDr. Václav Hypša, CSc. - předseda","sub-branch","2008"
"206","Obecná a ekologická biologie","Doc. RNDr. Petr Bureš"," Masarykova univerzita - Přírodovědecká fakulta","Prof. RNDr. Václav Hypša, CSc. - předseda","sub-branch","2008"
"206","Obecná a ekologická biologie","Mgr. Viktor Černý"," Archeologický ústav AV ČR","Prof. RNDr. Václav Hypša, CSc. - předseda","sub-branch","2008"
"206","Obecná a ekologická biologie","RNDr. Martin Duchoslav"," Univerzita Palackého v Olomouci - Přírodovědecká fakulta","Prof. RNDr. Václav Hypša, CSc. - předseda","sub-branch","2008"
"206","Obecná a ekologická biologie","RNDr. Jan Fott"," Univerzita Karlova v Praze - Přírodovědecká fakulta","Prof. RNDr. Václav Hypša, CSc. - předseda","sub-branch","2008"
"206","Obecná a ekologická biologie","Prof. RNDr. Jan Gloser"," Masarykova univerzita - Přírodovědecká fakulta","Prof. RNDr. Václav Hypša, CSc. - předseda","sub-branch","2008"
"206","Obecná a ekologická biologie","Prof. RNDr. Ivan Horáček"," Univerzita Karlova v Praze - Přírodovědecká fakulta","Prof. RNDr. Václav Hypša, CSc. - předseda","sub-branch","2008"
"206","Obecná a ekologická biologie","Prof. RNDr. Petr Horák"," Univerzita Karlova v Praze - Přírodovědecká fakulta","Prof. RNDr. Václav Hypša, CSc. - předseda","sub-branch","2008"
"206","Obecná a ekologická biologie","Doc. RNDr. Lubomír Hrouda"," Univerzita Karlova v Praze - Přírodovědecká fakulta","Prof. RNDr. Václav Hypša, CSc. - předseda","sub-branch","2008"
"206","Obecná a ekologická biologie","Prof. RNDr. Václav Hypša"," Jihočeská univerzita v Českých Budějovicích - Přírodovědecká fakulta","Prof. RNDr. Václav Hypša, CSc. - předseda","sub-branch","2008"
"206","Obecná a ekologická biologie","Doc. RNDr. Josef Komenda"," Mikrobiologický ústav AV ČR","Prof. RNDr. Václav Hypša, CSc. - předseda","sub-branch","2008"
"206","Obecná a ekologická biologie","Prof. RNDr. František Krahulec"," Botanický ústav AV ČR","Prof. RNDr. Václav Hypša, CSc. - předseda","sub-branch","2008"
"206","Obecná a ekologická biologie","Doc. RNDr. Miloš Macholán"," Ústav živočišné fyziologie a genetiky AV ČR","Prof. RNDr. Václav Hypša, CSc. - předseda","sub-branch","2008"
"206","Obecná a ekologická biologie","Doc. RNDr. Josef Matěna"," v.v.i. - Hydrobiologický ústav","Prof. RNDr. Václav Hypša, CSc. - předseda","sub-branch","2008"
"206","Obecná a ekologická biologie","Mgr. Karel Prášil"," Univerzita Karlova v Praze - Přírodovědecká fakulta","Prof. RNDr. Václav Hypša, CSc. - předseda","sub-branch","2008"
"206","Obecná a ekologická biologie","Prof. RNDr. Tomáš Soldán"," v.v.i. - Entomologický ústav","Prof. RNDr. Václav Hypša, CSc. - předseda","sub-branch","2008"
"206","Obecná a ekologická biologie","Doc. David Storch"," Univerzita Karlova v Praze - Centrum pro teoretická studia","Prof. RNDr. Václav Hypša, CSc. - předseda","sub-branch","2008"
"206","Obecná a ekologická biologie","RNDr. Zdeněk Šesták"," Ústav experimentální botaniky AV ČR","Prof. RNDr. Václav Hypša, CSc. - předseda","sub-branch","2008"
"206","Obecná a ekologická biologie","Mgr. Jan Šobotník"," Ústav organické chemie a biochemie AV ČR","Prof. RNDr. Václav Hypša, CSc. - předseda","sub-branch","2008"
"206","Obecná a ekologická biologie","RNDr. Vladimír Uvíra"," Univerzita Palackého v Olomouci - Přírodovědecká fakulta","Prof. RNDr. Václav Hypša, CSc. - předseda","sub-branch","2008"
"301","Molekulární biologie, genetika, experimentální onkologie","RNDr. Běla Bendlová"," Endokrinologický ústav","RNDr. Běla Bendlová, CSc. - předsedkyně","sub-branch","2008"
"301","Molekulární biologie, genetika, experimentální onkologie","Prof. MUDr. Tomáš Eckschlager"," Fakultní nemocnice Motol - Klinika dětské onkologie","RNDr. Běla Bendlová, CSc. - předsedkyně","sub-branch","2008"
"301","Molekulární biologie, genetika, experimentální onkologie","MUDr. Josef Houštěk"," Fyziologický ústav AV ČR","RNDr. Běla Bendlová, CSc. - předsedkyně","sub-branch","2008"
"301","Molekulární biologie, genetika, experimentální onkologie","Prof. MUDr. Milan Macek jr."," Univerzita Karlova v Praze - 2. lékařská fakulta","RNDr. Běla Bendlová, CSc. - předsedkyně","sub-branch","2008"
"301","Molekulární biologie, genetika, experimentální onkologie","Prof. Ing. Kyra Michalová"," Všeobecná fakultní nemocnice - Ústav klinické biochemie a laboratorní diagnostiky","RNDr. Běla Bendlová, CSc. - předsedkyně","sub-branch","2008"
"301","Molekulární biologie, genetika, experimentální onkologie","Prof. RNDr. Emil Paleček"," Biofyzikální ústav AV ČR","RNDr. Běla Bendlová, CSc. - předsedkyně","sub-branch","2008"
"301","Molekulární biologie, genetika, experimentální onkologie","Prof. RNDr. Blanka Říhová"," Mikrobiologický ústav AV ČR","RNDr. Běla Bendlová, CSc. - předsedkyně","sub-branch","2008"
"301","Molekulární biologie, genetika, experimentální onkologie","Prof. MUDr. Jiří Šantavý"," Univerzita Palackého v Olomouci - Lékařská fakulta","RNDr. Běla Bendlová, CSc. - předsedkyně","sub-branch","2008"
"301","Molekulární biologie, genetika, experimentální onkologie","Prof. MUDr. Aleksi Šedo"," Univerzita Karlova v Praze - 1. lékařská fakulta","RNDr. Běla Bendlová, CSc. - předsedkyně","sub-branch","2008"
"301","Molekulární biologie, genetika, experimentální onkologie","Prof. MUDr. Jan Trka"," Univerzita Karlova v Praze - 2. lékařská fakulta","RNDr. Běla Bendlová, CSc. - předsedkyně","sub-branch","2008"
"301","Molekulární biologie, genetika, experimentální onkologie","RNDr. Bořivoj Vojtěšek"," Masarykův onkologický ústav","RNDr. Běla Bendlová, CSc. - předsedkyně","sub-branch","2008"
"303","Biochemie, metabolismus a výživa","Prof.MUDr. Jan Borovanský"," Univerzita Karlova v Praze - 1. lékařská fakulta","RNDr. Ivan Votruba, DrSc. - předseda","sub-branch","2008"
"303","Biochemie, metabolismus a výživa","Doc. MUDr. Jiří Horáček"," Univerzita Karlova v Praze - Lékařská fakulta v Hradci Králové","RNDr. Ivan Votruba, DrSc. - předseda","sub-branch","2008"
"303","Biochemie, metabolismus a výživa","Prof. RNDr. Marie Stiborová"," Univerzita Karlova v Praze - Přírodovědecká fakulta","RNDr. Ivan Votruba, DrSc. - předseda","sub-branch","2008"
"303","Biochemie, metabolismus a výživa","Doc. RNDr. Petr Svoboda"," Fyziologický ústav AV ČR","RNDr. Ivan Votruba, DrSc. - předseda","sub-branch","2008"
"303","Biochemie, metabolismus a výživa","Prof. MUDr. Jan Škrha"," Univerzita Karlova v Praze - 1. lékařská fakulta","RNDr. Ivan Votruba, DrSc. - předseda","sub-branch","2008"
"303","Biochemie, metabolismus a výživa","Prof. RNDr. Eva Táborská"," Masarykova univerzita - Lékařská fakulta","RNDr. Ivan Votruba, DrSc. - předseda","sub-branch","2008"
"303","Biochemie, metabolismus a výživa","Ing. Jan Teisinger"," Fyziologický ústav AV ČR","RNDr. Ivan Votruba, DrSc. - předseda","sub-branch","2008"
"303","Biochemie, metabolismus a výživa","Doc.MUDr. Karel Vondra"," Endokrinologický ústav","RNDr. Ivan Votruba, DrSc. - předseda","sub-branch","2008"
"303","Biochemie, metabolismus a výživa","RNDr. Ivan Votruba"," Ústav organické chemie a biochemie AV ČR","RNDr. Ivan Votruba, DrSc. - předseda","sub-branch","2008"
"303","Biochemie, metabolismus a výživa","Prof. RNDr. Jiří Wilhelm"," Univerzita Karlova v Praze - 2. lékařská fakulta","RNDr. Ivan Votruba, DrSc. - předseda","sub-branch","2008"
"304","Morfologické obory a experimentální chirurgie","Prof. MUDr. Miloš Grim"," Univerzita Karlova v Praze - 1. lékařská fakulta","Prof. MUDr. Jaroslav Mokrý, Ph.D. - předseda","sub-branch","2008"
"304","Morfologické obory a experimentální chirurgie","RNDr. Lucie Kubínová"," Fyziologický ústav AV ČR","Prof. MUDr. Jaroslav Mokrý, Ph.D. - předseda","sub-branch","2008"
"304","Morfologické obory a experimentální chirurgie","Prof. MUDr. Jaroslav Mokrý"," Univerzita Karlova v Praze - Lékařská fakulta v Hradci Králové","Prof. MUDr. Jaroslav Mokrý, Ph.D. - předseda","sub-branch","2008"
"304","Morfologické obory a experimentální chirurgie","Doc. MUDr. Jan Peregrin"," Institut klinické a experimentální medicíny","Prof. MUDr. Jaroslav Mokrý, Ph.D. - předseda","sub-branch","2008"
"304","Morfologické obory a experimentální chirurgie","Prof. RNDr. Ivan Raška"," Univerzita Karlova v Praze - 1. lékařská fakulta","Prof. MUDr. Jaroslav Mokrý, Ph.D. - předseda","sub-branch","2008"
"304","Morfologické obory a experimentální chirurgie","Doc. MUDr. David Sedmera"," Univerzita Karlova v Praze - 1. lékařská fakulta","Prof. MUDr. Jaroslav Mokrý, Ph.D. - předseda","sub-branch","2008"
"304","Morfologické obory a experimentální chirurgie","Prof. MUDr. Alena Skálová"," Univerzita Karlova v Praze - Lékařská fakulta v Plzni","Prof. MUDr. Jaroslav Mokrý, Ph.D. - předseda","sub-branch","2008"
"304","Morfologické obory a experimentální chirurgie","RNDr. Tomáš Soukup"," Fyziologický ústav AV ČR","Prof. MUDr. Jaroslav Mokrý, Ph.D. - předseda","sub-branch","2008"
"305","Fyziologické obory, farmakologie, toxikologie","Prof. RNDr. Pavel Anzenbacher"," Univerzita Palackého v Olomouci - Lékařská fakulta","Prof. RNDr. Pavel Anzenbacher, DrSc. - předseda","sub-branch","2008"
"305","Fyziologické obory, farmakologie, toxikologie","Doc. MUDr. Luděk Červenka"," Institut klinické a experimentální medicíny","Prof. RNDr. Pavel Anzenbacher, DrSc. - předseda","sub-branch","2008"
"305","Fyziologické obory, farmakologie, toxikologie","Doc. MUDr. Zuzana Červinková"," Univerzita Karlova v Praze - Lékařská fakulta v Hradci Králové","Prof. RNDr. Pavel Anzenbacher, DrSc. - předseda","sub-branch","2008"
"305","Fyziologické obory, farmakologie, toxikologie","MUDr. Vladimír Doležal"," Fyziologický ústav AV ČR","Prof. RNDr. Pavel Anzenbacher, DrSc. - předseda","sub-branch","2008"
"305","Fyziologické obory, farmakologie, toxikologie","Doc. MUDr. Milan Holeček"," Univerzita Karlova v Praze - Lékařská fakulta v Hradci Králové","Prof. RNDr. Pavel Anzenbacher, DrSc. - předseda","sub-branch","2008"
"305","Fyziologické obory, farmakologie, toxikologie","Prof. MUDr. Nataša Honzíková"," Masarykova univerzita - Lékařská fakulta","Prof. RNDr. Pavel Anzenbacher, DrSc. - předseda","sub-branch","2008"
"305","Fyziologické obory, farmakologie, toxikologie","Prof. MUDr. Jiří Kassa"," Ministerstvo obrany - Univerzita obrany","Prof. RNDr. Pavel Anzenbacher, DrSc. - předseda","sub-branch","2008"
"305","Fyziologické obory, farmakologie, toxikologie","MUDr. Jiří Paleček"," Fyziologický ústav AV ČR","Prof. RNDr. Pavel Anzenbacher, DrSc. - předseda","sub-branch","2008"
"305","Fyziologické obory, farmakologie, toxikologie","RNDr. Daniela Řípová"," Psychiatrické centrum Praha","Prof. RNDr. Pavel Anzenbacher, DrSc. - předseda","sub-branch","2008"
"305","Fyziologické obory, farmakologie, toxikologie","Prof. MUDr. Anna Vašků"," Masarykova univerzita - Lékařská fakulta","Prof. RNDr. Pavel Anzenbacher, DrSc. - předseda","sub-branch","2008"
"305","Fyziologické obory, farmakologie, toxikologie","RNDr. Zdeněk Zídek"," Ústav experimentální medicíny AV ČR","Prof. RNDr. Pavel Anzenbacher, DrSc. - předseda","sub-branch","2008"
"309","Neurovědy","Doc. RNDr. Alexandr Chvátal"," Ústav experimentální medicíny AV ČR","MUDr. Ladislav Vyklický jr., DrSc. - předseda","sub-branch","2008"
"309","Neurovědy","Doc.MUDr. Jan Mareš"," Univerzita Karlova v Praze - 3. lékařská fakulta","MUDr. Ladislav Vyklický jr., DrSc. - předseda","sub-branch","2008"
"309","Neurovědy","Doc. MUDr. Pavel Mohr"," Psychiatrické centrum Praha","MUDr. Ladislav Vyklický jr., DrSc. - předseda","sub-branch","2008"
"309","Neurovědy","RNDr. Jiří Popelář"," Ústav experimentální medicíny AV ČR","MUDr. Ladislav Vyklický jr., DrSc. - předseda","sub-branch","2008"
"309","Neurovědy","Prof. MUDr. Evžen Růžička"," Univerzita Karlova v Praze - 1. lékařská fakulta","MUDr. Ladislav Vyklický jr., DrSc. - předseda","sub-branch","2008"
"309","Neurovědy","PharmDr. Alena Sumová"," Fyziologický ústav AV ČR","MUDr. Ladislav Vyklický jr., DrSc. - předseda","sub-branch","2008"
"309","Neurovědy","Prof. MUDr. Eva Syková"," Ústav experimentální medicíny AV ČR","MUDr. Ladislav Vyklický jr., DrSc. - předseda","sub-branch","2008"
"309","Neurovědy","MUDr. Ladislav Vyklický jr."," Fyziologický ústav AV ČR","MUDr. Ladislav Vyklický jr., DrSc. - předseda","sub-branch","2008"
"310","Mikrobiologie, imunologie, epidemiologie a hygiena","Prof. MUDr. Jiřina Bartůňková"," Univerzita Karlova v Praze - 2. lékařská fakulta","Prof. MUDr. Jiřina Bartůňková, DrSc. - předsedkyně","sub-branch","2008"
"310","Mikrobiologie, imunologie, epidemiologie a hygiena","Doc. MUDr. Marie Černá"," Univerzita Karlova v Praze - 3. lékařská fakulta","Prof. MUDr. Jiřina Bartůňková, DrSc. - předsedkyně","sub-branch","2008"
"310","Mikrobiologie, imunologie, epidemiologie a hygiena","Prof. Ing. Kateřina Demnerová"," Vysoká škola chemicko-technologická v Praze - Fakulta potravinářské a biochemické technologie","Prof. MUDr. Jiřina Bartůňková, DrSc. - předsedkyně","sub-branch","2008"
"310","Mikrobiologie, imunologie, epidemiologie a hygiena","Ing. Karel Holada"," Univerzita Karlova v Praze - 1. lékařská fakulta","Prof. MUDr. Jiřina Bartůňková, DrSc. - předsedkyně","sub-branch","2008"
"310","Mikrobiologie, imunologie, epidemiologie a hygiena","Prof. MUDr. Lydie Izakovičová-Hollá"," Masarykova univerzita - Lékařská fakulta","Prof. MUDr. Jiřina Bartůňková, DrSc. - předsedkyně","sub-branch","2008"
"310","Mikrobiologie, imunologie, epidemiologie a hygiena","RNDr. Šárka Němečková"," Ústav hematologie a krevní transfúze","Prof. MUDr. Jiřina Bartůňková, DrSc. - předsedkyně","sub-branch","2008"
"310","Mikrobiologie, imunologie, epidemiologie a hygiena","RNDr. Pavel Souček"," Státní zdravotní ústav - Centrum HPNP","Prof. MUDr. Jiřina Bartůňková, DrSc. - předsedkyně","sub-branch","2008"
"310","Mikrobiologie, imunologie, epidemiologie a hygiena","Doc. MUDr. David Šmajs"," Masarykova univerzita - Lékařská fakulta","Prof. MUDr. Jiřina Bartůňková, DrSc. - předsedkyně","sub-branch","2008"
"310","Mikrobiologie, imunologie, epidemiologie a hygiena","Prof. MUDr. Helena Tlaskalová-Hogenová"," Mikrobiologický ústav AV ČR","Prof. MUDr. Jiřina Bartůňková, DrSc. - předsedkyně","sub-branch","2008"
"310","Mikrobiologie, imunologie, epidemiologie a hygiena","Ing. Jan Topinka"," Ústav experimentální medicíny AV ČR","Prof. MUDr. Jiřina Bartůňková, DrSc. - předsedkyně","sub-branch","2008"
"401","Filosofie, teologie a religionistika","Doc.PhDr. Radim Brázda"," Masarykova univerzita - Filozofická fakulta","Prof. ThDr. Jan Blahoslav Lášek - předseda","sub-branch","2008"
"401","Filosofie, teologie a religionistika","Doc. RNDr. Marie Duží"," Vysoká škola báňská - Technická univerzita Ostrava - Fakulta elektrotechniky a informatiky","Prof. ThDr. Jan Blahoslav Lášek - předseda","sub-branch","2008"
"401","Filosofie, teologie a religionistika","Ing. Aleš Havlíček"," občanské sdružení","Prof. ThDr. Jan Blahoslav Lášek - předseda","sub-branch","2008"
"401","Filosofie, teologie a religionistika","Doc.PhDr. Petr Koťátko"," Filosofický ústav AV ČR","Prof. ThDr. Jan Blahoslav Lášek - předseda","sub-branch","2008"
"401","Filosofie, teologie a religionistika","Prof.ThDr. Zdeněk Kučera"," Univerzita Hradec Králové - Pedagogická fakulta","Prof. ThDr. Jan Blahoslav Lášek - předseda","sub-branch","2008"
"401","Filosofie, teologie a religionistika","Prof. ThDr. Jan Blahoslav Lášek - předseda"," Univerzita Karlova v Praze - Husitská teologická fakulta","Prof. ThDr. Jan Blahoslav Lášek - předseda","sub-branch","2008"
"401","Filosofie, teologie a religionistika","ThLic. Pavel Milko"," Slovanský ústav AV ČR","Prof. ThDr. Jan Blahoslav Lášek - předseda","sub-branch","2008"
"401","Filosofie, teologie a religionistika","Doc.PhDr. Milan Mráz"," Filosofický ústav AV ČR","Prof. ThDr. Jan Blahoslav Lášek - předseda","sub-branch","2008"
"401","Filosofie, teologie a religionistika","Prof. Ladislav Tichý"," Univerzita Palackého v Olomouci - Cyrilometodějská teologická fakulta","Prof. ThDr. Jan Blahoslav Lášek - předseda","sub-branch","2008"
"401","Filosofie, teologie a religionistika","PhDr. David Václavík"," Masarykova univerzita - Filozofická fakulta","Prof. ThDr. Jan Blahoslav Lášek - předseda","sub-branch","2008"
"401","Filosofie, teologie a religionistika","PhDr. Josef Zumr"," Filosofický ústav AV ČR","Prof. ThDr. Jan Blahoslav Lášek - předseda","sub-branch","2008"
"402","Ekonomické vědy","Prof. Ing. Josef Arlt"," Vysoká škola ekonomická v Praze - Fakulta informatiky a statistiky","Prof. Ing. Petr Musílek, Ph.D. - předseda","sub-branch","2008"
"402","Ekonomické vědy","Prof. RNDr. Anna Čermáková"," Jihočeská univerzita v Českých Budějovicích - Ekonomická fakulta","Prof. Ing. Petr Musílek, Ph.D. - předseda","sub-branch","2008"
"402","Ekonomické vědy","Doc. Ing. Josef Hurta"," Univerzita Tomáše Bati ve Zlíně - Fakulta managementu a ekonomiky","Prof. Ing. Petr Musílek, Ph.D. - předseda","sub-branch","2008"
"402","Ekonomické vědy","Prof.Ing. Vratislav Izák"," Vysoká škola ekonomická v Praze - Fakulta financí a účetnictví","Prof. Ing. Petr Musílek, Ph.D. - předseda","sub-branch","2008"
"402","Ekonomické vědy","Prof. Ing. Josef Jablonský"," Vysoká škola ekonomická v Praze - Fakulta informatiky a statistiky","Prof. Ing. Petr Musílek, Ph.D. - předseda","sub-branch","2008"
"402","Ekonomické vědy","Doc. Ing. Karel Janda"," Univerzita Karlova v Praze - Fakulta sociálních věd","Prof. Ing. Petr Musílek, Ph.D. - předseda","sub-branch","2008"
"402","Ekonomické vědy","RNDr. Vlasta Kaňková"," Ústav teorie informace a automatizace AV ČR","Prof. Ing. Petr Musílek, Ph.D. - předseda","sub-branch","2008"
"402","Ekonomické vědy","Prof. Ing. Jiří Kern"," Vysoká škola báňská - Technická univerzita Ostrava - Ekonomická fakulta","Prof. Ing. Petr Musílek, Ph.D. - předseda","sub-branch","2008"
"402","Ekonomické vědy","Prof. Ing. Evžen Kočenda"," Univerzita Karlova v Praze - CERGE UK","Prof. Ing. Petr Musílek, Ph.D. - předseda","sub-branch","2008"
"402","Ekonomické vědy","Prof. Ing. Lumír Kulhánek"," Slezská univerzita v Opavě - Obchodně podnikatelská fakulta v Karviné","Prof. Ing. Petr Musílek, Ph.D. - předseda","sub-branch","2008"
