"","panelist","panel","year","url"
"44","Ing. Jan Tippner, Ph.D.","Stavební mechanika a konstrukce, mechanika tekutin a geotechnika (Structural Mechanics and Construction, Fluid Mechanics and Geotechnics) - P105",2022,"https://wayback.webarchiv.cz/wayback/20221024073116/https://gacr.cz/o-ga-cr/poradni-organy/panely/"
"45","Ing. Shota Urushadze, Ph.D.","Stavební mechanika a konstrukce, mechanika tekutin a geotechnika (Structural Mechanics and Construction, Fluid Mechanics and Geotechnics) - P105",2022,"https://wayback.webarchiv.cz/wayback/20221024073116/https://gacr.cz/o-ga-cr/poradni-organy/panely/"
"46","doc. Ing. Jan Vorel, Ph.D.","Stavební mechanika a konstrukce, mechanika tekutin a geotechnika (Structural Mechanics and Construction, Fluid Mechanics and Geotechnics) - P105",2022,"https://wayback.webarchiv.cz/wayback/20221024073116/https://gacr.cz/o-ga-cr/poradni-organy/panely/"
"47","doc. Ing. Zbyněk Zachoval, Ph.D.","Stavební mechanika a konstrukce, mechanika tekutin a geotechnika (Structural Mechanics and Construction, Fluid Mechanics and Geotechnics) - P105",2022,"https://wayback.webarchiv.cz/wayback/20221024073116/https://gacr.cz/o-ga-cr/poradni-organy/panely/"
"48","Dr. Ing. Jan Macák (předseda)","Technická chemie (Technical Chemistry) - P106",2022,"https://wayback.webarchiv.cz/wayback/20221024073116/https://gacr.cz/o-ga-cr/poradni-organy/panely/"
"49","Ing. Hynek Beneš, Ph.D. (místopředseda)","Technická chemie (Technical Chemistry) - P106",2022,"https://wayback.webarchiv.cz/wayback/20221024073116/https://gacr.cz/o-ga-cr/poradni-organy/panely/"
"50","prof. Ing. Roman Bulánek, Ph.D.","Technická chemie (Technical Chemistry) - P106",2022,"https://wayback.webarchiv.cz/wayback/20221024073116/https://gacr.cz/o-ga-cr/poradni-organy/panely/"
"51","RNDr. Jan Demel, Ph.D.","Technická chemie (Technical Chemistry) - P106",2022,"https://wayback.webarchiv.cz/wayback/20221024073116/https://gacr.cz/o-ga-cr/poradni-organy/panely/"
"52","RNDr. Petr Chytil, Ph.D.","Technická chemie (Technical Chemistry) - P106",2022,"https://wayback.webarchiv.cz/wayback/20221024073116/https://gacr.cz/o-ga-cr/poradni-organy/panely/"
"53","Ing. Pavel Izák, Ph.D., DSc.","Technická chemie (Technical Chemistry) - P106",2022,"https://wayback.webarchiv.cz/wayback/20221024073116/https://gacr.cz/o-ga-cr/poradni-organy/panely/"
"54","prof. Ing. Kamila Kočí, Ph.D.","Technická chemie (Technical Chemistry) - P106",2022,"https://wayback.webarchiv.cz/wayback/20221024073116/https://gacr.cz/o-ga-cr/poradni-organy/panely/"
"55","prof. Dr. Ing. Josef Krýsa","Technická chemie (Technical Chemistry) - P106",2022,"https://wayback.webarchiv.cz/wayback/20221024073116/https://gacr.cz/o-ga-cr/poradni-organy/panely/"
"56","doc. RNDr. Jan Sedláček, Dr.","Technická chemie (Technical Chemistry) - P106",2022,"https://wayback.webarchiv.cz/wayback/20221024073116/https://gacr.cz/o-ga-cr/poradni-organy/panely/"
"57","doc. Ing. Michal Sedlačík, Ph.D.","Technická chemie (Technical Chemistry) - P106",2022,"https://wayback.webarchiv.cz/wayback/20221024073116/https://gacr.cz/o-ga-cr/poradni-organy/panely/"
"58","doc. Ing. Zdeněk Slouka, Ph.D.","Technická chemie (Technical Chemistry) - P106",2022,"https://wayback.webarchiv.cz/wayback/20221024073116/https://gacr.cz/o-ga-cr/poradni-organy/panely/"
"59","prof. RNDr. Vladimír Šíma, CSc. (předseda)","Kovové materiály – příprava a vlastnosti (Metallic Materials - Preparation and Properties) - P107",2022,"https://wayback.webarchiv.cz/wayback/20221024073116/https://gacr.cz/o-ga-cr/poradni-organy/panely/"
"60","prof. Ing. Ivan Křupka, Ph.D. (místopředseda)","Kovové materiály – příprava a vlastnosti (Metallic Materials - Preparation and Properties) - P107",2022,"https://wayback.webarchiv.cz/wayback/20221024073116/https://gacr.cz/o-ga-cr/poradni-organy/panely/"
"61","prof. Ing. Ivo Dlouhý, CSc.","Kovové materiály – příprava a vlastnosti (Metallic Materials - Preparation and Properties) - P107",2022,"https://wayback.webarchiv.cz/wayback/20221024073116/https://gacr.cz/o-ga-cr/poradni-organy/panely/"
"62","RNDr. Jaromír Kopeček, Ph.D.","Kovové materiály – příprava a vlastnosti (Metallic Materials - Preparation and Properties) - P107",2022,"https://wayback.webarchiv.cz/wayback/20221024073116/https://gacr.cz/o-ga-cr/poradni-organy/panely/"
"63","doc. Ing. Ludmila Kučerová, Ph.D.","Kovové materiály – příprava a vlastnosti (Metallic Materials - Preparation and Properties) - P107",2022,"https://wayback.webarchiv.cz/wayback/20221024073116/https://gacr.cz/o-ga-cr/poradni-organy/panely/"
"64","doc. Ing. Alena Michalcová, Ph.D.","Kovové materiály – příprava a vlastnosti (Metallic Materials - Preparation and Properties) - P107",2022,"https://wayback.webarchiv.cz/wayback/20221024073116/https://gacr.cz/o-ga-cr/poradni-organy/panely/"
"65","doc. RNDr. Libor Mrňa, Ph.D.","Kovové materiály – příprava a vlastnosti (Metallic Materials - Preparation and Properties) - P107",2022,"https://wayback.webarchiv.cz/wayback/20221024073116/https://gacr.cz/o-ga-cr/poradni-organy/panely/"
"66","doc. Ing. Ivo Szurman, Ph.D.","Kovové materiály – příprava a vlastnosti (Metallic Materials - Preparation and Properties) - P107",2022,"https://wayback.webarchiv.cz/wayback/20221024073116/https://gacr.cz/o-ga-cr/poradni-organy/panely/"
"67","Ing. Monika Vilémová, Ph.D.","Kovové materiály – příprava a vlastnosti (Metallic Materials - Preparation and Properties) - P107",2022,"https://wayback.webarchiv.cz/wayback/20221024073116/https://gacr.cz/o-ga-cr/poradni-organy/panely/"
"68","doc. RNDr. Ing. Martin Kalbáč, Ph.D. (předseda)","Materiálové vědy a inženýrství (Materials Sciences and Engineering) - P108",2022,"https://wayback.webarchiv.cz/wayback/20221024073116/https://gacr.cz/o-ga-cr/poradni-organy/panely/"
"69","prof. Ing. Martin Weiter, Ph.D. (místopředseda)","Materiálové vědy a inženýrství (Materials Sciences and Engineering) - P108",2022,"https://wayback.webarchiv.cz/wayback/20221024073116/https://gacr.cz/o-ga-cr/poradni-organy/panely/"
"70","doc. Ing. Klára Částková, Ph.D.","Materiálové vědy a inženýrství (Materials Sciences and Engineering) - P108",2022,"https://wayback.webarchiv.cz/wayback/20221024073116/https://gacr.cz/o-ga-cr/poradni-organy/panely/"
"71","prof. Dr. Ing. Miroslav Černík, CSc.","Materiálové vědy a inženýrství (Materials Sciences and Engineering) - P108",2022,"https://wayback.webarchiv.cz/wayback/20221024073116/https://gacr.cz/o-ga-cr/poradni-organy/panely/"
"72","prof. RNDr. Matej Daniel, Ph.D.","Materiálové vědy a inženýrství (Materials Sciences and Engineering) - P108",2022,"https://wayback.webarchiv.cz/wayback/20221024073116/https://gacr.cz/o-ga-cr/poradni-organy/panely/"
"73","Ing. Petra Ecorchard, Ph.D.","Materiálové vědy a inženýrství (Materials Sciences and Engineering) - P108",2022,"https://wayback.webarchiv.cz/wayback/20221024073116/https://gacr.cz/o-ga-cr/poradni-organy/panely/"
"74","doc. Ing. Jiří Houška, Ph.D.","Materiálové vědy a inženýrství (Materials Sciences and Engineering) - P108",2022,"https://wayback.webarchiv.cz/wayback/20221024073116/https://gacr.cz/o-ga-cr/poradni-organy/panely/"
"75","Ing. Zdeněk Chlup, Ph.D.","Materiálové vědy a inženýrství (Materials Sciences and Engineering) - P108",2022,"https://wayback.webarchiv.cz/wayback/20221024073116/https://gacr.cz/o-ga-cr/poradni-organy/panely/"
"76","doc. RNDr. Libor Kvítek, CSc.","Materiálové vědy a inženýrství (Materials Sciences and Engineering) - P108",2022,"https://wayback.webarchiv.cz/wayback/20221024073116/https://gacr.cz/o-ga-cr/poradni-organy/panely/"
"77","Ing. Jan Mrázek, Ph.D.","Materiálové vědy a inženýrství (Materials Sciences and Engineering) - P108",2022,"https://wayback.webarchiv.cz/wayback/20221024073116/https://gacr.cz/o-ga-cr/poradni-organy/panely/"
"78","Ing. Miroslav Mrlík, Ph.D.","Materiálové vědy a inženýrství (Materials Sciences and Engineering) - P108",2022,"https://wayback.webarchiv.cz/wayback/20221024073116/https://gacr.cz/o-ga-cr/poradni-organy/panely/"
"79","RNDr. Vladimíra Novotná, CSc.","Materiálové vědy a inženýrství (Materials Sciences and Engineering) - P108",2022,"https://wayback.webarchiv.cz/wayback/20221024073116/https://gacr.cz/o-ga-cr/poradni-organy/panely/"
"80","prof. Ing. Petr Praus, Ph.D.","Materiálové vědy a inženýrství (Materials Sciences and Engineering) - P108",2022,"https://wayback.webarchiv.cz/wayback/20221024073116/https://gacr.cz/o-ga-cr/poradni-organy/panely/"
"81","Mgr. Vladimír Proks, Ph.D.","Materiálové vědy a inženýrství (Materials Sciences and Engineering) - P108",2022,"https://wayback.webarchiv.cz/wayback/20221024073116/https://gacr.cz/o-ga-cr/poradni-organy/panely/"
"82","prof. Ing. Petr Slepička, Ph.D.","Materiálové vědy a inženýrství (Materials Sciences and Engineering) - P108",2022,"https://wayback.webarchiv.cz/wayback/20221024073116/https://gacr.cz/o-ga-cr/poradni-organy/panely/"
"83","202-01 Logika a základy matematiky","Matematika a informatika (Mathematics and Informatics) - P202",2022,"https://wayback.webarchiv.cz/wayback/20221024073116/https://gacr.cz/o-ga-cr/poradni-organy/panely/"
"84","202-02 Algebra","Matematika a informatika (Mathematics and Informatics) - P202",2022,"https://wayback.webarchiv.cz/wayback/20221024073116/https://gacr.cz/o-ga-cr/poradni-organy/panely/"
"85","202-03 Teorie čísel","Matematika a informatika (Mathematics and Informatics) - P202",2022,"https://wayback.webarchiv.cz/wayback/20221024073116/https://gacr.cz/o-ga-cr/poradni-organy/panely/"
"86","202-04 Topologie, geometrie a globální analýza","Matematika a informatika (Mathematics and Informatics) - P202",2022,"https://wayback.webarchiv.cz/wayback/20221024073116/https://gacr.cz/o-ga-cr/poradni-organy/panely/"
"87","202-05 Analýza a funkcionální analýza","Matematika a informatika (Mathematics and Informatics) - P202",2022,"https://wayback.webarchiv.cz/wayback/20221024073116/https://gacr.cz/o-ga-cr/poradni-organy/panely/"
"88","202-06 Obyčejné a parciální diferenciální rovnice","Matematika a informatika (Mathematics and Informatics) - P202",2022,"https://wayback.webarchiv.cz/wayback/20221024073116/https://gacr.cz/o-ga-cr/poradni-organy/panely/"
"89","202-07 Pravděpodobnost a matematická statistika","Matematika a informatika (Mathematics and Informatics) - P202",2022,"https://wayback.webarchiv.cz/wayback/20221024073116/https://gacr.cz/o-ga-cr/poradni-organy/panely/"
"90","202-08 Numerická matematika","Matematika a informatika (Mathematics and Informatics) - P202",2022,"https://wayback.webarchiv.cz/wayback/20221024073116/https://gacr.cz/o-ga-cr/poradni-organy/panely/"
"91","202-09 Aplikace matematiky v přírodních vědách","Matematika a informatika (Mathematics and Informatics) - P202",2022,"https://wayback.webarchiv.cz/wayback/20221024073116/https://gacr.cz/o-ga-cr/poradni-organy/panely/"
"92","202-10 Aplikace matematicky v technice a společenských vědách","Matematika a informatika (Mathematics and Informatics) - P202",2022,"https://wayback.webarchiv.cz/wayback/20221024073116/https://gacr.cz/o-ga-cr/poradni-organy/panely/"
"93","202-11 Diskrétní matematika a kombinatorika","Matematika a informatika (Mathematics and Informatics) - P202",2022,"https://wayback.webarchiv.cz/wayback/20221024073116/https://gacr.cz/o-ga-cr/poradni-organy/panely/"
"94","202-12 Matematická teorie řízení, optimalizace a operační výzkum","Matematika a informatika (Mathematics and Informatics) - P202",2022,"https://wayback.webarchiv.cz/wayback/20221024073116/https://gacr.cz/o-ga-cr/poradni-organy/panely/"
"95","202-13 Teoretická informatika, programovací jazyky, teorie her","Matematika a informatika (Mathematics and Informatics) - P202",2022,"https://wayback.webarchiv.cz/wayback/20221024073116/https://gacr.cz/o-ga-cr/poradni-organy/panely/"
"96","202-14 Algoritmy, datové struktury a modely, teorie velkých dat","Matematika a informatika (Mathematics and Informatics) - P202",2022,"https://wayback.webarchiv.cz/wayback/20221024073116/https://gacr.cz/o-ga-cr/poradni-organy/panely/"
"97","202-15 Kryptologie, počítačová bezpečnost, kvantová kryptografie","Matematika a informatika (Mathematics and Informatics) - P202",2022,"https://wayback.webarchiv.cz/wayback/20221024073116/https://gacr.cz/o-ga-cr/poradni-organy/panely/"
"98","202-16 Umělá inteligence, strojové učení, neuronové sítě","Matematika a informatika (Mathematics and Informatics) - P202",2022,"https://wayback.webarchiv.cz/wayback/20221024073116/https://gacr.cz/o-ga-cr/poradni-organy/panely/"
"99","202-17 Kvantové počítání","Matematika a informatika (Mathematics and Informatics) - P202",2022,"https://wayback.webarchiv.cz/wayback/20221024073116/https://gacr.cz/o-ga-cr/poradni-organy/panely/"
"100","202-18 Bioinformatika, chemoinformatika, astroinformatika","Matematika a informatika (Mathematics and Informatics) - P202",2022,"https://wayback.webarchiv.cz/wayback/20221024073116/https://gacr.cz/o-ga-cr/poradni-organy/panely/"
"101","202-19 Modelování, simulace a vědecké výpočty","Matematika a informatika (Mathematics and Informatics) - P202",2022,"https://wayback.webarchiv.cz/wayback/20221024073116/https://gacr.cz/o-ga-cr/poradni-organy/panely/"
"102","202-20 Počítačová grafika, vizualizace dat a informací","Matematika a informatika (Mathematics and Informatics) - P202",2022,"https://wayback.webarchiv.cz/wayback/20221024073116/https://gacr.cz/o-ga-cr/poradni-organy/panely/"
"103","prof. RNDr. Daniel Kráľ, Ph.D., DSc. (předseda)","Matematika a informatika (Mathematics and Informatics) - P202",2022,"https://wayback.webarchiv.cz/wayback/20221024073116/https://gacr.cz/o-ga-cr/poradni-organy/panely/"
"104","Mgr. Vítězslav Kala, Ph.D. (místopředseda)","Matematika a informatika (Mathematics and Informatics) - P202",2022,"https://wayback.webarchiv.cz/wayback/20221024073116/https://gacr.cz/o-ga-cr/poradni-organy/panely/"
"105","prof. RNDr. Karel Hron, Ph.D.","Matematika a informatika (Mathematics and Informatics) - P202",2022,"https://wayback.webarchiv.cz/wayback/20221024073116/https://gacr.cz/o-ga-cr/poradni-organy/panely/"
"106","doc. Mgr. Ondřej Klíma, Ph.D.","Matematika a informatika (Mathematics and Informatics) - P202",2022,"https://wayback.webarchiv.cz/wayback/20221024073116/https://gacr.cz/o-ga-cr/poradni-organy/panely/"
"107","doc. RNDr. Barbora Kozlíková, Ph.D.","Matematika a informatika (Mathematics and Informatics) - P202",2022,"https://wayback.webarchiv.cz/wayback/20221024073116/https://gacr.cz/o-ga-cr/poradni-organy/panely/"
"108","prof. RNDr. Bohdan Maslowski, DrSc.","Matematika a informatika (Mathematics and Informatics) - P202",2022,"https://wayback.webarchiv.cz/wayback/20221024073116/https://gacr.cz/o-ga-cr/poradni-organy/panely/"
"109","Dr. hab. Marcin Pilipczuk","Matematika a informatika (Mathematics and Informatics) - P202",2022,"https://wayback.webarchiv.cz/wayback/20221024073116/https://gacr.cz/o-ga-cr/poradni-organy/panely/"
"110","doc. Mgr. Milan Pokorný, Ph.D, DSc.","Matematika a informatika (Mathematics and Informatics) - P202",2022,"https://wayback.webarchiv.cz/wayback/20221024073116/https://gacr.cz/o-ga-cr/poradni-organy/panely/"
"111","doc. Ing. Vladimír Soběslav, Ph.D.","Matematika a informatika (Mathematics and Informatics) - P202",2022,"https://wayback.webarchiv.cz/wayback/20221024073116/https://gacr.cz/o-ga-cr/poradni-organy/panely/"
"112","Jan M. Swart, Dr.","Matematika a informatika (Mathematics and Informatics) - P202",2022,"https://wayback.webarchiv.cz/wayback/20221024073116/https://gacr.cz/o-ga-cr/poradni-organy/panely/"
"113","prof. Ing. Pavel Šťovíček, DrSc.","Matematika a informatika (Mathematics and Informatics) - P202",2022,"https://wayback.webarchiv.cz/wayback/20221024073116/https://gacr.cz/o-ga-cr/poradni-organy/panely/"
"114","Mgr. Juraj Fedor, Ph.D. (předseda)","Jaderná a částicová fyzika, astronomie a astrofyzika (Nuclear and Particle Physics, Astronomy and Astrophysics) - P203",2022,"https://wayback.webarchiv.cz/wayback/20221024073116/https://gacr.cz/o-ga-cr/poradni-organy/panely/"
"115","doc. RNDr. Miloslav Zejda, Ph.D. (místopředseda)","Jaderná a částicová fyzika, astronomie a astrofyzika (Nuclear and Particle Physics, Astronomy and Astrophysics) - P203",2022,"https://wayback.webarchiv.cz/wayback/20221024073116/https://gacr.cz/o-ga-cr/poradni-organy/panely/"
"116","RNDr. Martina Boháčová, Ph.D.","Jaderná a částicová fyzika, astronomie a astrofyzika (Nuclear and Particle Physics, Astronomy and Astrophysics) - P203",2022,"https://wayback.webarchiv.cz/wayback/20221024073116/https://gacr.cz/o-ga-cr/poradni-organy/panely/"
"117","RNDr. Michal Dovčiak, Ph.D.","Jaderná a částicová fyzika, astronomie a astrofyzika (Nuclear and Particle Physics, Astronomy and Astrophysics) - P203",2022,"https://wayback.webarchiv.cz/wayback/20221024073116/https://gacr.cz/o-ga-cr/poradni-organy/panely/"
