"section_name","panel_name","panel_code","first_name","last_name","member_type","titles","qualifications"
"Technické vědy","Strojní inženýrství (Mechanical Engineering","P101","Petr","Svoboda","předseda","doc. Ing.","Ph.D."
"Technické vědy","Strojní inženýrství (Mechanical Engineering","P101","Jan","Vimmr","místopředseda","doc. Ing.","Ph.D."
"Technické vědy","Strojní inženýrství (Mechanical Engineering","P101","Stanislav","Honus","Member","doc. Ing.","Ph.D."
"Technické vědy","Strojní inženýrství (Mechanical Engineering","P101","Lubomír","Klimeš","Member","doc. Ing.","Ph.D."
"Technické vědy","Strojní inženýrství (Mechanical Engineering","P101","Radek","Kolman","Member","Ing.","Ph.D."
"Technické vědy","Strojní inženýrství (Mechanical Engineering","P101","Nataša","Náprstková","Member","doc. Ing.","Ph.D."
"Technické vědy","Strojní inženýrství (Mechanical Engineering","P101","Libor","Sitek","Member","Ing.","Ph.D."
"Technické vědy","Strojní inženýrství (Mechanical Engineering","P101","Zbyněk","Šika","Member","prof. Ing.","Ph.D."
"Technické vědy","Strojní inženýrství (Mechanical Engineering","P101","Tomáš","Vampola","Member","prof. Dr. Ing.","NA"
"Technické vědy","Elektrotechnika a elektronika (Electrical Engineering and Electronic Engineering","P102","Jan","Franc","předseda","prof. Ing.","DrSc."
"Technické vědy","Elektrotechnika a elektronika (Electrical Engineering and Electronic Engineering","P102","Radimír","Vrba","místopředseda","prof. Ing.","CSc."
"Technické vědy","Elektrotechnika a elektronika (Electrical Engineering and Electronic Engineering","P102","Ondřej","Číp","Member","Ing.","Ph.D."
"Technické vědy","Elektrotechnika a elektronika (Electrical Engineering and Electronic Engineering","P102","Pavel","Hazdra","Member","prof. Ing.","CSc."
"Technické vědy","Elektrotechnika a elektronika (Electrical Engineering and Electronic Engineering","P102","Jan","Jeřábek","Member","doc. Ing.","Ph.D."
"Technické vědy","Elektrotechnika a elektronika (Electrical Engineering and Electronic Engineering","P102","Pavel","Peterka","Member","doc. Ing.","Ph.D."
"Technické vědy","Elektrotechnika a elektronika (Electrical Engineering and Electronic Engineering","P102","Martin","Pospíšilík","Member","Ing.","Ph.D."
"Technické vědy","Elektrotechnika a elektronika (Electrical Engineering and Electronic Engineering","P102","Ivan","Richter","Member","doc. Ing.","Dr."
"Technické vědy","Elektrotechnika a elektronika (Electrical Engineering and Electronic Engineering","P102","Pavel","Ripka","Member","prof. Ing.","CSc."
"Technické vědy","Elektrotechnika a elektronika (Electrical Engineering and Electronic Engineering","P102","-","Jan","Member","prof. Dr. Ing.","MSc."
"Technické vědy","Kybernetika, umělá inteligence a zpracování informací (Cybernetics , artificial intelligence and Information Processing ","P103","Jiří","Mekyska","předseda","Ing.","Ph.D."
"Technické vědy","Kybernetika, umělá inteligence a zpracování informací (Cybernetics , artificial intelligence and Information Processing ","P103","Olga","Štěpánková","místopředsedkyně","prof. RNDr.","CSc."
"Technické vědy","Kybernetika, umělá inteligence a zpracování informací (Cybernetics , artificial intelligence and Information Processing ","P103","Tomáš","Brázdil","Member","doc. RNDr.","Ph.D."
"Technické vědy","Kybernetika, umělá inteligence a zpracování informací (Cybernetics , artificial intelligence and Information Processing ","P103","Radim","Burget","Member","doc. Ing.","Ph.D."
"Technické vědy","Kybernetika, umělá inteligence a zpracování informací (Cybernetics , artificial intelligence and Information Processing ","P103","Pavel","Král","Member","doc. Ing.","Ph.D."
"Technické vědy","Kybernetika, umělá inteligence a zpracování informací (Cybernetics , artificial intelligence and Information Processing ","P103","Filip","Plešinger","Member","Ing.","Ph.D."
"Technické vědy","Kybernetika, umělá inteligence a zpracování informací (Cybernetics , artificial intelligence and Information Processing ","P103","Aleš","Procházka","Member","prof. Ing.","CSc."
"Technické vědy","Kybernetika, umělá inteligence a zpracování informací (Cybernetics , artificial intelligence and Information Processing ","P103","Branislav","Rehák","Member","Ing. Mgr.","Ph.D."
"Technické vědy","Kybernetika, umělá inteligence a zpracování informací (Cybernetics , artificial intelligence and Information Processing ","P103","Tomáš","Skopal","Member","prof. RNDr.","Ph.D."
"Technické vědy","Kybernetika, umělá inteligence a zpracování informací (Cybernetics , artificial intelligence and Information Processing ","P103","Tomáš","Vojnar","Member","prof. Ing.","Ph. D."
"Technické vědy","Stavební materiály, architektura a stavitelství (Construction Materials, Architecture and Building Science","P104","Eva","Vejmelková","předsedkyně","doc. Ing.","Ph.D."
"Technické vědy","Stavební materiály, architektura a stavitelství (Construction Materials, Architecture and Building Science","P104","Radomír","Sokolář","místopředseda","doc. Ing.","Ph.D."
"Technické vědy","Stavební materiály, architektura a stavitelství (Construction Materials, Architecture and Building Science","P104","Jiří","Brožovský","Member","prof. Ing.","Ph.D."
"Technické vědy","Stavební materiály, architektura a stavitelství (Construction Materials, Architecture and Building Science","P104","Vladimír","Gryc","Member","prof. Ing.","Ph.D."
"Technické vědy","Stavební materiály, architektura a stavitelství (Construction Materials, Architecture and Building Science","P104","Karel","Hájek","Member","doc. Ing. arch.","Ph.D."
"Technické vědy","Stavební materiály, architektura a stavitelství (Construction Materials, Architecture and Building Science","P104","Tomáš","Opravil","Member","doc. Ing.","Ph.D."
"Technické vědy","Stavební materiály, architektura a stavitelství (Construction Materials, Architecture and Building Science","P104","Jiří","Palacký","Member","doc. Ing. arch.","Ph.D."
"Technické vědy","Stavební materiály, architektura a stavitelství (Construction Materials, Architecture and Building Science","P104","Iveta","Skotnicová","Member","doc. Ing.","Ph.D."
"Technické vědy","Stavební materiály, architektura a stavitelství (Construction Materials, Architecture and Building Science","P104","Miroslav","Vokáč","Member","Ing.","Ph.D."
"Technické vědy","Stavební materiály, architektura a stavitelství (Construction Materials, Architecture and Building Science","P104","Jiří","Zach","Member","doc. Ing.","Ph.D."
"Technické vědy","Stavební mechanika a konstrukce, mechanika tekutin a geotechnika (Structural Mechanics and Construction, Fluid Mechanics and Geotechnics","P105","Zbyněk","Keršner","předseda","prof. Ing.","CSc."
"Technické vědy","Stavební mechanika a konstrukce, mechanika tekutin a geotechnika (Structural Mechanics and Construction, Fluid Mechanics and Geotechnics","P105","Radim","Čajka","místopředseda","prof. Ing.","CSc."
"Technické vědy","Stavební mechanika a konstrukce, mechanika tekutin a geotechnika (Structural Mechanics and Construction, Fluid Mechanics and Geotechnics","P105","Petr","Hájek","Member","prof. Ing.","CSc."
"Technické vědy","Stavební mechanika a konstrukce, mechanika tekutin a geotechnika (Structural Mechanics and Construction, Fluid Mechanics and Geotechnics","P105","Antonín","Lokaj","Member","prof. Ing.","Ph.D."
"Technické vědy","Stavební mechanika a konstrukce, mechanika tekutin a geotechnika (Structural Mechanics and Construction, Fluid Mechanics and Geotechnics","P105","Jan","Tippner","Member","Ing.","Ph.D."
"Technické vědy","Stavební mechanika a konstrukce, mechanika tekutin a geotechnika (Structural Mechanics and Construction, Fluid Mechanics and Geotechnics","P105","Shota","Urushadze","Member","Ing.","Ph.D."
"Technické vědy","Stavební mechanika a konstrukce, mechanika tekutin a geotechnika (Structural Mechanics and Construction, Fluid Mechanics and Geotechnics","P105","Jan","Vorel","Member","doc. Ing.","Ph.D."
"Technické vědy","Stavební mechanika a konstrukce, mechanika tekutin a geotechnika (Structural Mechanics and Construction, Fluid Mechanics and Geotechnics","P105","Zbyněk","Zachoval","Member","doc. Ing.","Ph.D."
"Technické vědy","Technická chemie (Technical Chemistry","P106","Jan","Macák","předseda","Dr. Ing.","NA"
"Technické vědy","Technická chemie (Technical Chemistry","P106","Hynek","Beneš","místopředseda","Ing.","Ph.D."
"Technické vědy","Technická chemie (Technical Chemistry","P106","Roman","Bulánek","Member","prof. Ing.","Ph.D."
"Technické vědy","Technická chemie (Technical Chemistry","P106","Jan","Demel","Member","RNDr.","Ph.D."
"Technické vědy","Technická chemie (Technical Chemistry","P106","Petr","Chytil","Member","RNDr.","Ph.D."
"Technické vědy","Technická chemie (Technical Chemistry","P106","Pavel","Izák","Member","Ing.","Ph.D."
"Technické vědy","Technická chemie (Technical Chemistry","P106","Kamila","Kočí","Member","prof. Ing.","Ph.D."
"Technické vědy","Technická chemie (Technical Chemistry","P106","Josef","Krýsa","Member","prof. Dr. Ing.","NA"
"Technické vědy","Technická chemie (Technical Chemistry","P106","Jan","Sedláček","Member","doc. RNDr.","Dr."
"Technické vědy","Technická chemie (Technical Chemistry","P106","Michal","Sedlačík","Member","doc. Ing.","Ph.D."
"Technické vědy","Technická chemie (Technical Chemistry","P106","Zdeněk","Slouka","Member","doc. Ing.","Ph.D."
"Technické vědy","Kovové materiály – příprava a vlastnosti (Metallic Materials - Preparation and Properties","P107","Vladimír","Šíma","předseda","prof. RNDr.","CSc."
"Technické vědy","Kovové materiály – příprava a vlastnosti (Metallic Materials - Preparation and Properties","P107","Ivan","Křupka","místopředseda","prof. Ing.","Ph.D."
"Technické vědy","Kovové materiály – příprava a vlastnosti (Metallic Materials - Preparation and Properties","P107","Ivo","Dlouhý","Member","prof. Ing.","CSc."
"Technické vědy","Kovové materiály – příprava a vlastnosti (Metallic Materials - Preparation and Properties","P107","Jaromír","Kopeček","Member","RNDr.","Ph.D."
"Technické vědy","Kovové materiály – příprava a vlastnosti (Metallic Materials - Preparation and Properties","P107","Ludmila","Kučerová","Member","doc. Ing.","Ph.D."
"Technické vědy","Kovové materiály – příprava a vlastnosti (Metallic Materials - Preparation and Properties","P107","Alena","Michalcová","Member","doc. Ing.","Ph.D."
"Technické vědy","Kovové materiály – příprava a vlastnosti (Metallic Materials - Preparation and Properties","P107","Libor","Mrňa","Member","doc. RNDr.","Ph.D."
"Technické vědy","Kovové materiály – příprava a vlastnosti (Metallic Materials - Preparation and Properties","P107","Ivo","Szurman","Member","doc. Ing.","Ph.D."
"Technické vědy","Kovové materiály – příprava a vlastnosti (Metallic Materials - Preparation and Properties","P107","Monika","Vilémová","Member","Ing.","Ph.D."
"Technické vědy","Materiálové vědy a inženýrství (Materials Sciences and Engineering","P108","Martin","Kalbáč","předseda","doc. RNDr. Ing.","Ph.D."
"Technické vědy","Materiálové vědy a inženýrství (Materials Sciences and Engineering","P108","Martin","Weiter","místopředseda","prof. Ing.","Ph.D."
"Technické vědy","Materiálové vědy a inženýrství (Materials Sciences and Engineering","P108","Klára","Částková","Member","doc. Ing.","Ph.D."
"Technické vědy","Materiálové vědy a inženýrství (Materials Sciences and Engineering","P108","Miroslav","Černík","Member","prof. Dr. Ing.","CSc."
"Technické vědy","Materiálové vědy a inženýrství (Materials Sciences and Engineering","P108","Matej","Daniel","Member","prof. RNDr.","Ph.D."
"Technické vědy","Materiálové vědy a inženýrství (Materials Sciences and Engineering","P108","Petra","Ecorchard","Member","Ing.","Ph.D."
"Technické vědy","Materiálové vědy a inženýrství (Materials Sciences and Engineering","P108","Jiří","Houška","Member","doc. Ing.","Ph.D."
"Technické vědy","Materiálové vědy a inženýrství (Materials Sciences and Engineering","P108","Zdeněk","Chlup","Member","Ing.","Ph.D."
"Technické vědy","Materiálové vědy a inženýrství (Materials Sciences and Engineering","P108","Libor","Kvítek","Member","doc. RNDr.","CSc."
"Technické vědy","Materiálové vědy a inženýrství (Materials Sciences and Engineering","P108","Jan","Mrázek","Member","Ing.","Ph.D."
"Technické vědy","Materiálové vědy a inženýrství (Materials Sciences and Engineering","P108","Miroslav","Mrlík","Member","Ing.","Ph.D."
"Technické vědy","Materiálové vědy a inženýrství (Materials Sciences and Engineering","P108","Vladimíra","Novotná","Member","RNDr.","CSc."
"Technické vědy","Materiálové vědy a inženýrství (Materials Sciences and Engineering","P108","Petr","Praus","Member","prof. Ing.","Ph.D."
"Technické vědy","Materiálové vědy a inženýrství (Materials Sciences and Engineering","P108","Vladimír","Proks","Member","Mgr.","Ph.D."
"Technické vědy","Materiálové vědy a inženýrství (Materials Sciences and Engineering","P108","Petr","Slepička","Member","prof. Ing.","Ph.D."
"Vědy o neživé přírodě","Matematika a informatika (Mathematics and Informatics","P202","202-01","Logika","Member","","NA"
"Vědy o neživé přírodě","Matematika a informatika (Mathematics and Informatics","P202","202-02","Algebra","Member","","NA"
"Vědy o neživé přírodě","Matematika a informatika (Mathematics and Informatics","P202","202-03","Teorie","Member","","NA"
"Vědy o neživé přírodě","Matematika a informatika (Mathematics and Informatics","P202","202-04","Topologie","Member","","geometrie a globální analýza"
"Vědy o neživé přírodě","Matematika a informatika (Mathematics and Informatics","P202","202-05","Analýza","Member","","NA"
"Vědy o neživé přírodě","Matematika a informatika (Mathematics and Informatics","P202","202-06","Obyčejné","Member","","NA"
"Vědy o neživé přírodě","Matematika a informatika (Mathematics and Informatics","P202","202-07","Pravděpodobnost","Member","","NA"
"Vědy o neživé přírodě","Matematika a informatika (Mathematics and Informatics","P202","202-08","Numerická","Member","","NA"
"Vědy o neživé přírodě","Matematika a informatika (Mathematics and Informatics","P202","202-09","Aplikace","Member","","NA"
"Vědy o neživé přírodě","Matematika a informatika (Mathematics and Informatics","P202","202-10","Aplikace","Member","","NA"
"Vědy o neživé přírodě","Matematika a informatika (Mathematics and Informatics","P202","202-11","Diskrétní","Member","","NA"
"Vědy o neživé přírodě","Matematika a informatika (Mathematics and Informatics","P202","202-12","Matematická","Member","","optimalizace a operační výzkum"
"Vědy o neživé přírodě","Matematika a informatika (Mathematics and Informatics","P202","202-13","Teoretická","Member","","programovací jazyky"
"Vědy o neživé přírodě","Matematika a informatika (Mathematics and Informatics","P202","202-14","Algoritmy","Member","","datové struktury a modely"
"Vědy o neživé přírodě","Matematika a informatika (Mathematics and Informatics","P202","202-15","Kryptologie","Member","","počítačová bezpečnost"
"Vědy o neživé přírodě","Matematika a informatika (Mathematics and Informatics","P202","202-16","Umělá","Member","","strojové učení"
"Vědy o neživé přírodě","Matematika a informatika (Mathematics and Informatics","P202","202-17","Kvantové","Member","","NA"
"Vědy o neživé přírodě","Matematika a informatika (Mathematics and Informatics","P202","202-18","Bioinformatika","Member","","chemoinformatika"
"Vědy o neživé přírodě","Matematika a informatika (Mathematics and Informatics","P202","202-19","Modelování","Member","","simulace a vědecké výpočty"
"Vědy o neživé přírodě","Matematika a informatika (Mathematics and Informatics","P202","202-20","Počítačová","Member","","vizualizace dat a informací"
"Vědy o neživé přírodě","Matematika a informatika (Mathematics and Informatics","P202","Daniel","Kráľ","předseda","prof. RNDr.","Ph.D."
"Vědy o neživé přírodě","Matematika a informatika (Mathematics and Informatics","P202","Vítězslav","Kala","místopředseda","Mgr.","Ph.D."
"Vědy o neživé přírodě","Matematika a informatika (Mathematics and Informatics","P202","Karel","Hron","Member","prof. RNDr.","Ph.D."
"Vědy o neživé přírodě","Matematika a informatika (Mathematics and Informatics","P202","Ondřej","Klíma","Member","doc. Mgr.","Ph.D."
"Vědy o neživé přírodě","Matematika a informatika (Mathematics and Informatics","P202","Barbora","Kozlíková","Member","doc. RNDr.","Ph.D."
"Vědy o neživé přírodě","Matematika a informatika (Mathematics and Informatics","P202","Bohdan","Maslowski","Member","prof. RNDr.","DrSc."
"Vědy o neživé přírodě","Matematika a informatika (Mathematics and Informatics","P202","Marcin","Pilipczuk","Member","Dr. hab.","NA"
"Vědy o neživé přírodě","Matematika a informatika (Mathematics and Informatics","P202","Milan","Pokorný","Member","doc. Mgr.","Ph.D"
"Vědy o neživé přírodě","Matematika a informatika (Mathematics and Informatics","P202","Vladimír","Soběslav","Member","doc. Ing.","Ph.D."
"Vědy o neživé přírodě","Matematika a informatika (Mathematics and Informatics","P202","Jan","Swart","Member","M.","Dr."
"Vědy o neživé přírodě","Matematika a informatika (Mathematics and Informatics","P202","Pavel","Šťovíček","Member","prof. Ing.","DrSc."
"Vědy o neživé přírodě","Jaderná a částicová fyzika, astronomie a astrofyzika (Nuclear and Particle Physics, Astronomy and Astrophysics","P203","Juraj","Fedor","předseda","Mgr.","Ph.D."
"Vědy o neživé přírodě","Jaderná a částicová fyzika, astronomie a astrofyzika (Nuclear and Particle Physics, Astronomy and Astrophysics","P203","Miloslav","Zejda","místopředseda","doc. RNDr.","Ph.D."
"Vědy o neživé přírodě","Jaderná a částicová fyzika, astronomie a astrofyzika (Nuclear and Particle Physics, Astronomy and Astrophysics","P203","Martina","Boháčová","Member","RNDr.","Ph.D."
"Vědy o neživé přírodě","Jaderná a částicová fyzika, astronomie a astrofyzika (Nuclear and Particle Physics, Astronomy and Astrophysics","P203","Michal","Dovčiak","Member","RNDr.","Ph.D."
"Vědy o neživé přírodě","Jaderná a částicová fyzika, astronomie a astrofyzika (Nuclear and Particle Physics, Astronomy and Astrophysics","P203","Martin","Ferus","Member","RNDr.","Ph.D."
"Vědy o neživé přírodě","Jaderná a částicová fyzika, astronomie a astrofyzika (Nuclear and Particle Physics, Astronomy and Astrophysics","P203","Michal","Malinský","Member","Ing.","Ph.D."
"Vědy o neživé přírodě","Jaderná a částicová fyzika, astronomie a astrofyzika (Nuclear and Particle Physics, Astronomy and Astrophysics","P203","Petr","Marek","Member","doc. Mgr.","Ph.D."
"Vědy o neživé přírodě","Jaderná a částicová fyzika, astronomie a astrofyzika (Nuclear and Particle Physics, Astronomy and Astrophysics","P203","Jiří","Mareš","Member","RNDr.","CSc."
"Vědy o neživé přírodě","Jaderná a částicová fyzika, astronomie a astrofyzika (Nuclear and Particle Physics, Astronomy and Astrophysics","P203","•","Ernst","Member","doc.","Ph.D."
"Vědy o neživé přírodě","Jaderná a částicová fyzika, astronomie a astrofyzika (Nuclear and Particle Physics, Astronomy and Astrophysics","P203","Karel","Šafařík","Member","RNDr.","CSc."
"Vědy o neživé přírodě","Jaderná a částicová fyzika, astronomie a astrofyzika (Nuclear and Particle Physics, Astronomy and Astrophysics","P203","Jana","Šafránková","Member","prof. RNDr.","DrSc."
"Vědy o neživé přírodě","Jaderná a částicová fyzika, astronomie a astrofyzika (Nuclear and Particle Physics, Astronomy and Astrophysics","P203","Marek","Wolf","Member","doc. RNDr.","CSc."
"Vědy o neživé přírodě","Fyzika kondenzovaných látek a materiálů, fyzika plazmatu a nízkých teplot (Condensed Matter and Material Physics, Plasma Physics and Low Temperature Physics","P204","Radek","Plašil","předseda","doc. RNDr.","Ph.D."
"Vědy o neživé přírodě","Fyzika kondenzovaných látek a materiálů, fyzika plazmatu a nízkých teplot (Condensed Matter and Material Physics, Plasma Physics and Low Temperature Physics","P204","Čestmír","Drašar","místopředseda","prof. Ing.","Dr."
"Vědy o neživé přírodě","Fyzika kondenzovaných látek a materiálů, fyzika plazmatu a nízkých teplot (Condensed Matter and Material Physics, Plasma Physics and Low Temperature Physics","P204","Zdeněk","Bonaventura","Member","Mgr.","Ph.D."
"Vědy o neživé přírodě","Fyzika kondenzovaných látek a materiálů, fyzika plazmatu a nízkých teplot (Condensed Matter and Material Physics, Plasma Physics and Low Temperature Physics","P204","Radim","Filip","Member","prof. Mgr.","Ph.D."
"Vědy o neživé přírodě","Fyzika kondenzovaných látek a materiálů, fyzika plazmatu a nízkých teplot (Condensed Matter and Material Physics, Plasma Physics and Low Temperature Physics","P204","Roman","Grill","Member","prof. RNDr.","CSc."
"Vědy o neživé přírodě","Fyzika kondenzovaných látek a materiálů, fyzika plazmatu a nízkých teplot (Condensed Matter and Material Physics, Plasma Physics and Low Temperature Physics","P204","Kateřina","Kůsová","Member","RNDr.","Ph.D."
"Vědy o neživé přírodě","Fyzika kondenzovaných látek a materiálů, fyzika plazmatu a nízkých teplot (Condensed Matter and Material Physics, Plasma Physics and Low Temperature Physics","P204","Petr","Kužel","Member","doc. RNDr.","Ph.D."
"Vědy o neživé přírodě","Fyzika kondenzovaných látek a materiálů, fyzika plazmatu a nízkých teplot (Condensed Matter and Material Physics, Plasma Physics and Low Temperature Physics","P204","Petr","Lazar","Member","Mgr.","Ph.D."
"Vědy o neživé přírodě","Fyzika kondenzovaných látek a materiálů, fyzika plazmatu a nízkých teplot (Condensed Matter and Material Physics, Plasma Physics and Low Temperature Physics","P204","Martin","Setvín","Member","doc. Mgr.","Ph.D."
"Vědy o neživé přírodě","Fyzika kondenzovaných látek a materiálů, fyzika plazmatu a nízkých teplot (Condensed Matter and Material Physics, Plasma Physics and Low Temperature Physics","P204","Alexander","Shick","Member","Ing. B.","CSc."
"Vědy o neživé přírodě","Fyzika kondenzovaných látek a materiálů, fyzika plazmatu a nízkých teplot (Condensed Matter and Material Physics, Plasma Physics and Low Temperature Physics","P204","Vladimír","Scholtz","Member","doc. Ing.","Ph.D."
"Vědy o neživé přírodě","Fyzika kondenzovaných látek a materiálů, fyzika plazmatu a nízkých teplot (Condensed Matter and Material Physics, Plasma Physics and Low Temperature Physics","P204","Martin","Švec","Member","Mgr.","Ph.D."
"Vědy o neživé přírodě","Fyzika kondenzovaných látek a materiálů, fyzika plazmatu a nízkých teplot (Condensed Matter and Material Physics, Plasma Physics and Low Temperature Physics","P204","Tomáš","Wágner","Member","prof. Ing.","DrSc."
"Vědy o neživé přírodě","Biofyzika, makromolekulární fyzika a optika (Biophysics, Macromolecular Physics and Optics","P205","Jakub","Pšenčík","předseda","doc. RNDr.","Ph.D."
"Vědy o neživé přírodě","Biofyzika, makromolekulární fyzika a optika (Biophysics, Macromolecular Physics and Optics","P205","Robert","Vácha","místopředseda","doc. RNDr.","Ph.D."
"Vědy o neživé přírodě","Biofyzika, makromolekulární fyzika a optika (Biophysics, Macromolecular Physics and Optics","P205","Lukasz","Cwiklik","Member","prof.","Ph.D."
"Vědy o neživé přírodě","Biofyzika, makromolekulární fyzika a optika (Biophysics, Macromolecular Physics and Optics","P205","Lenka","Hanyková","Member","doc. RNDr.","Dr."
"Vědy o neživé přírodě","Biofyzika, makromolekulární fyzika a optika (Biophysics, Macromolecular Physics and Optics","P205","Oleg","Lunov","Member","Mgr.","Ph.D."
"Vědy o neživé přírodě","Biofyzika, makromolekulární fyzika a optika (Biophysics, Macromolecular Physics and Optics","P205","Tomáš","Mančal","Member","doc. dr. rer. nat. Mgr.","Ph.D."
"Vědy o neživé přírodě","Biofyzika, makromolekulární fyzika a optika (Biophysics, Macromolecular Physics and Optics","P205","Tomáš","Opatrný","Member","prof. RNDr.","Dr."
"Vědy o neživé přírodě","Biofyzika, makromolekulární fyzika a optika (Biophysics, Macromolecular Physics and Optics","P205","Jan","Řezáč","Member","doc. RNDr.","Ph.D."
"Vědy o neživé přírodě","Biofyzika, makromolekulární fyzika a optika (Biophysics, Macromolecular Physics and Optics","P205","Ota","Samek","Member","Mgr.","Dr."
"Vědy o neživé přírodě","Analytická chemie - chemická a strukturní analýza atomárních, molekulárních a (bio)molekulárních systémů (Analytical Chemistry - Chemical and Structural Analysis of Atomic, Molecular and (Bio)Molecular Systems","P206","Viktor","Kanický","předseda","prof. RNDr.","DrSc."
"Vědy o neživé přírodě","Analytická chemie - chemická a strukturní analýza atomárních, molekulárních a (bio)molekulárních systémů (Analytical Chemistry - Chemical and Structural Analysis of Atomic, Molecular and (Bio)Molecular Systems","P206","Petr","Solich","místopředseda","prof. RNDr.","CSc."
"Vědy o neživé přírodě","Analytická chemie - chemická a strukturní analýza atomárních, molekulárních a (bio)molekulárních systémů (Analytical Chemistry - Chemical and Structural Analysis of Atomic, Molecular and (Bio)Molecular Systems","P206","Josef","Cvačka","Member","doc. RNDr.","Ph.D."
"Vědy o neživé přírodě","Analytická chemie - chemická a strukturní analýza atomárních, molekulárních a (bio)molekulárních systémů (Analytical Chemistry - Chemical and Structural Analysis of Atomic, Molecular and (Bio)Molecular Systems","P206","Miroslav","Fojta","Member","doc. RNDr.","CSc."
"Vědy o neživé přírodě","Analytická chemie - chemická a strukturní analýza atomárních, molekulárních a (bio)molekulárních systémů (Analytical Chemistry - Chemical and Structural Analysis of Atomic, Molecular and (Bio)Molecular Systems","P206","Jan","Langmaier","Member","RNDr.","CSc."
