"","panelist","panel","year","url"
"392","prof. RNDr. Zuzana Münzbergová, Ph.D.","Péče o krajinu, lesnictví a půdní biologie, ekologie ekosystémů (Landscape Management, Forestry and Soil Biology, Ecosystem Ecology) - P504",2021,"https://wayback.webarchiv.cz/wayback/20211025232040/https://gacr.cz/o-ga-cr/poradni-organy/panely/"
"393","prof. RNDr. Karel Prach, CSc.","Péče o krajinu, lesnictví a půdní biologie, ekologie ekosystémů (Landscape Management, Forestry and Soil Biology, Ecosystem Ecology) - P504",2021,"https://wayback.webarchiv.cz/wayback/20211025232040/https://gacr.cz/o-ga-cr/poradni-organy/panely/"
"394","doc. RNDr. Pavel Saska, Ph.D.","Péče o krajinu, lesnictví a půdní biologie, ekologie ekosystémů (Landscape Management, Forestry and Soil Biology, Ecosystem Ecology) - P504",2021,"https://wayback.webarchiv.cz/wayback/20211025232040/https://gacr.cz/o-ga-cr/poradni-organy/panely/"
"395","RNDr. Alena Ševců, Ph.D.","Péče o krajinu, lesnictví a půdní biologie, ekologie ekosystémů (Landscape Management, Forestry and Soil Biology, Ecosystem Ecology) - P504",2021,"https://wayback.webarchiv.cz/wayback/20211025232040/https://gacr.cz/o-ga-cr/poradni-organy/panely/"
"396","prof. Ing. Pavel Kozák, Ph.D. (předseda)","Ekologie živočichů a rostlin (Animal and Plant Ecology) - P505",2021,"https://wayback.webarchiv.cz/wayback/20211025232040/https://gacr.cz/o-ga-cr/poradni-organy/panely/"
"397","Ing. Jan Pergl, Ph.D. (místopředseda)","Ekologie živočichů a rostlin (Animal and Plant Ecology) - P505",2021,"https://wayback.webarchiv.cz/wayback/20211025232040/https://gacr.cz/o-ga-cr/poradni-organy/panely/"
"398","prof. Mgr. Tomáš Albrecht, Ph.D.","Ekologie živočichů a rostlin (Animal and Plant Ecology) - P505",2021,"https://wayback.webarchiv.cz/wayback/20211025232040/https://gacr.cz/o-ga-cr/poradni-organy/panely/"
"399","doc. RNDr. Martin Čech, Ph.D.","Ekologie živočichů a rostlin (Animal and Plant Ecology) - P505",2021,"https://wayback.webarchiv.cz/wayback/20211025232040/https://gacr.cz/o-ga-cr/poradni-organy/panely/"
"400","prof. RNDr. Jitka Klimešová, CSc.","Ekologie živočichů a rostlin (Animal and Plant Ecology) - P505",2021,"https://wayback.webarchiv.cz/wayback/20211025232040/https://gacr.cz/o-ga-cr/poradni-organy/panely/"
"401","doc. RNDr. Zdeňka Lososová, Ph.D.","Ekologie živočichů a rostlin (Animal and Plant Ecology) - P505",2021,"https://wayback.webarchiv.cz/wayback/20211025232040/https://gacr.cz/o-ga-cr/poradni-organy/panely/"
"402","prof. Mgr. Jiří Reif, Ph.D.","Ekologie živočichů a rostlin (Animal and Plant Ecology) - P505",2021,"https://wayback.webarchiv.cz/wayback/20211025232040/https://gacr.cz/o-ga-cr/poradni-organy/panely/"
"403","prof. RNDr. Andrea Vetešníková Šimková, Ph.D.","Ekologie živočichů a rostlin (Animal and Plant Ecology) - P505",2021,"https://wayback.webarchiv.cz/wayback/20211025232040/https://gacr.cz/o-ga-cr/poradni-organy/panely/"
"404","doc. Mgr. Otmar Urban, Ph.D.","Ekologie živočichů a rostlin (Animal and Plant Ecology) - P505",2021,"https://wayback.webarchiv.cz/wayback/20211025232040/https://gacr.cz/o-ga-cr/poradni-organy/panely/"
"405","prof. RNDr. Tomáš Scholz, CSc. (předseda)","Botanika a zoologie (Botany and Zoology) - P506",2021,"https://wayback.webarchiv.cz/wayback/20211025232040/https://gacr.cz/o-ga-cr/poradni-organy/panely/"
"406","prof. Ing. Petr Ráb, DrSc., dr. h. c. (místopředseda)","Botanika a zoologie (Botany and Zoology) - P506",2021,"https://wayback.webarchiv.cz/wayback/20211025232040/https://gacr.cz/o-ga-cr/poradni-organy/panely/"
"407","prof. RNDr. Petr Bureš, Ph.D.","Botanika a zoologie (Botany and Zoology) - P506",2021,"https://wayback.webarchiv.cz/wayback/20211025232040/https://gacr.cz/o-ga-cr/poradni-organy/panely/"
"408","Mgr. Karel Janko, Ph.D.","Botanika a zoologie (Botany and Zoology) - P506",2021,"https://wayback.webarchiv.cz/wayback/20211025232040/https://gacr.cz/o-ga-cr/poradni-organy/panely/"
"409","Mgr. Zdeněk Kaplan, Ph.D.","Botanika a zoologie (Botany and Zoology) - P506",2021,"https://wayback.webarchiv.cz/wayback/20211025232040/https://gacr.cz/o-ga-cr/poradni-organy/panely/"
"410","Mgr. Miroslav Kolařík, Ph.D.","Botanika a zoologie (Botany and Zoology) - P506",2021,"https://wayback.webarchiv.cz/wayback/20211025232040/https://gacr.cz/o-ga-cr/poradni-organy/panely/"
"411","RNDr. Vít Latzel, Ph.D.","Botanika a zoologie (Botany and Zoology) - P506",2021,"https://wayback.webarchiv.cz/wayback/20211025232040/https://gacr.cz/o-ga-cr/poradni-organy/panely/"
"412","prof. Mgr. Martin Lysák, Ph.D., DSc.","Botanika a zoologie (Botany and Zoology) - P506",2021,"https://wayback.webarchiv.cz/wayback/20211025232040/https://gacr.cz/o-ga-cr/poradni-organy/panely/"
"413","doc. Mgr. Patrik Mráz, Ph.D.","Botanika a zoologie (Botany and Zoology) - P506",2021,"https://wayback.webarchiv.cz/wayback/20211025232040/https://gacr.cz/o-ga-cr/poradni-organy/panely/"
"414","prof. RNDr. Martin Reichard, Ph.D.","Botanika a zoologie (Botany and Zoology) - P506",2021,"https://wayback.webarchiv.cz/wayback/20211025232040/https://gacr.cz/o-ga-cr/poradni-organy/panely/"
"415","doc. Mgr. Milena Svobodová, Dr.","Botanika a zoologie (Botany and Zoology) - P506",2021,"https://wayback.webarchiv.cz/wayback/20211025232040/https://gacr.cz/o-ga-cr/poradni-organy/panely/"
