"panel_name","first_name","second_name","affiliation","year","url"
"Morfologické obory a experimentální chirurgie","Alena","Skálová","Univerzita Karlova v Praze Lékařská fakulta v Plzni Plzeň",2007,"https://wayback.webarchiv.cz/wayback/20071007210841/http://pala.gacr.cas.cz/wordpress/"
"Fyziologické obory, farmakologie, toxikologie","Pavel","Anzenbacher","Univerzita Palackého v Olomouci Lékařská fakulta Olomouc",2007,"https://wayback.webarchiv.cz/wayback/20071007210841/http://pala.gacr.cas.cz/wordpress/"
"Fyziologické obory, farmakologie, toxikologie","Luděk","Červenka","Institut klinické a experimentální medicíny Praha 4",2007,"https://wayback.webarchiv.cz/wayback/20071007210841/http://pala.gacr.cas.cz/wordpress/"
"Fyziologické obory, farmakologie, toxikologie","Zuzana","Červinková","Univerzita Karlova v Praze Lékařská fakulta v Hradci Králové Hradec Králové",2007,"https://wayback.webarchiv.cz/wayback/20071007210841/http://pala.gacr.cas.cz/wordpress/"
"Fyziologické obory, farmakologie, toxikologie","Vladimír","Doležal","Fyziologický ústav AV ČR, Praha 4",2007,"https://wayback.webarchiv.cz/wayback/20071007210841/http://pala.gacr.cas.cz/wordpress/"
"Fyziologické obory, farmakologie, toxikologie","Milan","Holeček","Univerzita Karlova v Praze Lékařská fakulta v Hradci Králové Hradec Králové",2007,"https://wayback.webarchiv.cz/wayback/20071007210841/http://pala.gacr.cas.cz/wordpress/"
"Fyziologické obory, farmakologie, toxikologie","Nataša","Honzíková","Masarykova univerzita Lékařská fakulta Brno",2007,"https://wayback.webarchiv.cz/wayback/20071007210841/http://pala.gacr.cas.cz/wordpress/"
"Fyziologické obory, farmakologie, toxikologie","Jiří","Kassa","Ministerstvo obrany Univerzita obrany Hradec Králové",2007,"https://wayback.webarchiv.cz/wayback/20071007210841/http://pala.gacr.cas.cz/wordpress/"
"Fyziologické obory, farmakologie, toxikologie","Miloslav","Kršiak","Univerzita Karlova v Praze lékařská fakulta Praha 10",2007,"https://wayback.webarchiv.cz/wayback/20071007210841/http://pala.gacr.cas.cz/wordpress/"
"Fyziologické obory, farmakologie, toxikologie","Jiří","Paleček","Fyziologický ústav AV ČR, Praha 4",2007,"https://wayback.webarchiv.cz/wayback/20071007210841/http://pala.gacr.cas.cz/wordpress/"
"Fyziologické obory, farmakologie, toxikologie","Richard","Rokyta","Univerzita Karlova v Praze lékařská fakulta Praha 2",2007,"https://wayback.webarchiv.cz/wayback/20071007210841/http://pala.gacr.cas.cz/wordpress/"
"Fyziologické obory, farmakologie, toxikologie","Daniela","Řípová","Psychiatrické centrum Praha Praha 8",2007,"https://wayback.webarchiv.cz/wayback/20071007210841/http://pala.gacr.cas.cz/wordpress/"
"Fyziologické obory, farmakologie, toxikologie","Anna","Vašků","Masarykova univerzita Lékařská fakulta Brno",2007,"https://wayback.webarchiv.cz/wayback/20071007210841/http://pala.gacr.cas.cz/wordpress/"
"Fyziologické obory, farmakologie, toxikologie","Zdeněk","Zídek","Ústav experimentální medicíny AV ČR, Praha 4",2007,"https://wayback.webarchiv.cz/wayback/20071007210841/http://pala.gacr.cas.cz/wordpress/"
"Neurovědy","Alexandr","Chvátal","Ústav experimentální medicíny AV ČR, Praha 4",2007,"https://wayback.webarchiv.cz/wayback/20071007210841/http://pala.gacr.cas.cz/wordpress/"
"Neurovědy","Jan","Mareš","Univerzita Karlova v Praze lékařská fakulta Praha 2",2007,"https://wayback.webarchiv.cz/wayback/20071007210841/http://pala.gacr.cas.cz/wordpress/"
"Neurovědy","Pavel","Mohr","Psychiatrické centrum Praha Praha 8",2007,"https://wayback.webarchiv.cz/wayback/20071007210841/http://pala.gacr.cas.cz/wordpress/"
"Neurovědy","Jiří","Popelář","Ústav experimentální medicíny AV ČR, Praha 4",2007,"https://wayback.webarchiv.cz/wayback/20071007210841/http://pala.gacr.cas.cz/wordpress/"
"Neurovědy","Evžen","Růžička","Univerzita Karlova v Praze lékařská fakulta Praha 2",2007,"https://wayback.webarchiv.cz/wayback/20071007210841/http://pala.gacr.cas.cz/wordpress/"
"Neurovědy","Alena","Sumová","Fyziologický ústav AV ČR, Praha 4",2007,"https://wayback.webarchiv.cz/wayback/20071007210841/http://pala.gacr.cas.cz/wordpress/"
"Neurovědy","Eva","Syková","Ústav experimentální medicíny AV ČR, Praha 4",2007,"https://wayback.webarchiv.cz/wayback/20071007210841/http://pala.gacr.cas.cz/wordpress/"
"Mikrobiologie, imunologie, epidemiologie a hygiena","Jiřina","Bartůňková","Univerzita Karlova v Praze lékařská fakulta Praha 5 - Motol",2007,"https://wayback.webarchiv.cz/wayback/20071007210841/http://pala.gacr.cas.cz/wordpress/"
"Mikrobiologie, imunologie, epidemiologie a hygiena","Kateřina","Demnerová","Vysoká škola chemicko-technologická v Praze Fakulta potravinářské a biochemické technologie Praha 6",2007,"https://wayback.webarchiv.cz/wayback/20071007210841/http://pala.gacr.cas.cz/wordpress/"
"Mikrobiologie, imunologie, epidemiologie a hygiena","Šárka","Němečková","Ústav hematologie a krevní transfúze Praha 2",2007,"https://wayback.webarchiv.cz/wayback/20071007210841/http://pala.gacr.cas.cz/wordpress/"
"Mikrobiologie, imunologie, epidemiologie a hygiena","Pavel","Souček","Státní zdravotní ústav Centrum HPNP Praha 10",2007,"https://wayback.webarchiv.cz/wayback/20071007210841/http://pala.gacr.cas.cz/wordpress/"
"Mikrobiologie, imunologie, epidemiologie a hygiena","David","Šmajs","Masarykova univerzita Lékařská fakulta Brno",2007,"https://wayback.webarchiv.cz/wayback/20071007210841/http://pala.gacr.cas.cz/wordpress/"
"Mikrobiologie, imunologie, epidemiologie a hygiena","Helena","Tlaskalová-Hogenová","Mikrobiologický ústav AV ČR, Praha 4",2007,"https://wayback.webarchiv.cz/wayback/20071007210841/http://pala.gacr.cas.cz/wordpress/"
"Mikrobiologie, imunologie, epidemiologie a hygiena","Jan","Topinka","Ústav experimentální medicíny AV ČR, Praha 4",2007,"https://wayback.webarchiv.cz/wayback/20071007210841/http://pala.gacr.cas.cz/wordpress/"
"Mikrobiologie, imunologie, epidemiologie a hygiena","Pavel","Vodička","Ústav experimentální medicíny AV ČR, Praha 4",2007,"https://wayback.webarchiv.cz/wayback/20071007210841/http://pala.gacr.cas.cz/wordpress/"
"Filosofie, teologie a religionistika","Pavel","Baran","Filosofický ústav AV ČR, Praha 1",2007,"https://wayback.webarchiv.cz/wayback/20071007210841/http://pala.gacr.cas.cz/wordpress/"
"Filosofie, teologie a religionistika","Radim","Brázda","Masarykova univerzita Filozofická fakulta Brno",2007,"https://wayback.webarchiv.cz/wayback/20071007210841/http://pala.gacr.cas.cz/wordpress/"
"Filosofie, teologie a religionistika","Josef","Dolista",", Jihočeská univerzita v Českých Budějovicích Zdravotně sociální fakulta České Budějovice",2007,"https://wayback.webarchiv.cz/wayback/20071007210841/http://pala.gacr.cas.cz/wordpress/"
"Filosofie, teologie a religionistika","Marie","Duží","Vysoká škola báňská - Technická univerzita Ostrava Fakulta elektrotechniky a informatiky Ostrava 4",2007,"https://wayback.webarchiv.cz/wayback/20071007210841/http://pala.gacr.cas.cz/wordpress/"
"Filosofie, teologie a religionistika","Aleš","Havlíček","OIKOYMENH, občanské sdružení Praha 5",2007,"https://wayback.webarchiv.cz/wayback/20071007210841/http://pala.gacr.cas.cz/wordpress/"
"Filosofie, teologie a religionistika","Petr","Koťátko","Filosofický ústav AV ČR, Praha 1",2007,"https://wayback.webarchiv.cz/wayback/20071007210841/http://pala.gacr.cas.cz/wordpress/"
"Filosofie, teologie a religionistika","Zdeněk","Kučera","Univerzita Hradec Králové Pedagogická fakulta Hradec Králové",2007,"https://wayback.webarchiv.cz/wayback/20071007210841/http://pala.gacr.cas.cz/wordpress/"
"Filosofie, teologie a religionistika","Jan","Blahoslav","Lášek Univerzita Karlova v Praze Husitská teologická fakulta Praha 4 - Krč",2007,"https://wayback.webarchiv.cz/wayback/20071007210841/http://pala.gacr.cas.cz/wordpress/"
"Filosofie, teologie a religionistika","Milan","Mráz","Filosofický ústav AV ČR, Praha 1",2007,"https://wayback.webarchiv.cz/wayback/20071007210841/http://pala.gacr.cas.cz/wordpress/"
"Filosofie, teologie a religionistika","Ladislav","Tichý","Univerzita Palackého v Olomouci Cyrilometodějská teologická fakulta Olomouc",2007,"https://wayback.webarchiv.cz/wayback/20071007210841/http://pala.gacr.cas.cz/wordpress/"
"Filosofie, teologie a religionistika","David","Václavík","Masarykova univerzita Filozofická fakulta Brno",2007,"https://wayback.webarchiv.cz/wayback/20071007210841/http://pala.gacr.cas.cz/wordpress/"
"Ekonomické vědy","Anna","Čermáková","Jihočeská univerzita v Českých Budějovicích Ekonomická fakulta České Budějovice",2007,"https://wayback.webarchiv.cz/wayback/20071007210841/http://pala.gacr.cas.cz/wordpress/"
"Ekonomické vědy","Jana","Hančlová","Vysoká škola báňská - Technická univerzita Ostrava Ostrava-Poruba",2007,"https://wayback.webarchiv.cz/wayback/20071007210841/http://pala.gacr.cas.cz/wordpress/"
"Ekonomické vědy","Josef","Hurta","CSc Univerzita Tomáše Bati ve Zlíně Fakulta managementu a ekonomiky ve Zlíně Zlín",2007,"https://wayback.webarchiv.cz/wayback/20071007210841/http://pala.gacr.cas.cz/wordpress/"
"Ekonomické vědy","Vratislav","Izák","Vysoká škola ekonomická v Praze Fakulta financí a účetnictví Praha 3",2007,"https://wayback.webarchiv.cz/wayback/20071007210841/http://pala.gacr.cas.cz/wordpress/"
"Ekonomické vědy","Josef","Jablonský","Vysoká škola ekonomická v Praze Fakulta informatiky a statistiky Praha 3",2007,"https://wayback.webarchiv.cz/wayback/20071007210841/http://pala.gacr.cas.cz/wordpress/"
"Ekonomické vědy","Karel","Janda","Univerzita Karlova v Praze Fakulta sociálních věd Praha 1",2007,"https://wayback.webarchiv.cz/wayback/20071007210841/http://pala.gacr.cas.cz/wordpress/"
"Ekonomické vědy","Vlasta","Kaňková","Ústav teorie informace a automatizace AV ČR, Praha 8",2007,"https://wayback.webarchiv.cz/wayback/20071007210841/http://pala.gacr.cas.cz/wordpress/"
"Ekonomické vědy","Jiří","Kern","Vysoká škola báňská - Technická univerzita Ostrava Ekonomická fakulta Ostrava 1",2007,"https://wayback.webarchiv.cz/wayback/20071007210841/http://pala.gacr.cas.cz/wordpress/"
"Ekonomické vědy","Evžen","Kočenda","Univerzita Karlova v Praze CERGE UK Praha 1",2007,"https://wayback.webarchiv.cz/wayback/20071007210841/http://pala.gacr.cas.cz/wordpress/"
"Ekonomické vědy","Lumír","Kulhánek","Slezská univerzita v Opavě Obchodně podnikatelská fakulta v Karviné Karviná",2007,"https://wayback.webarchiv.cz/wayback/20071007210841/http://pala.gacr.cas.cz/wordpress/"
"Ekonomické vědy","Martin","Macháček","Vysoká škola báňská - Technická univerzita Ostrava Ekonomická fakulta Ostrava 1",2007,"https://wayback.webarchiv.cz/wayback/20071007210841/http://pala.gacr.cas.cz/wordpress/"
"Ekonomické vědy","Petr","Marek","Vysoká škola ekonomická v Praze Fakulta financí a účetnictví Praha 3",2007,"https://wayback.webarchiv.cz/wayback/20071007210841/http://pala.gacr.cas.cz/wordpress/"
"Ekonomické vědy","Michal","Mejstřík","Univerzita Karlova v Praze Fakulta sociálních věd Praha 1",2007,"https://wayback.webarchiv.cz/wayback/20071007210841/http://pala.gacr.cas.cz/wordpress/"
"Ekonomické vědy","Petr","Musílek","Vysoká škola ekonomická v Praze Fakulta financí a účetnictví Praha 3",2007,"https://wayback.webarchiv.cz/wayback/20071007210841/http://pala.gacr.cas.cz/wordpress/"
"Ekonomické vědy","Stanislav","Polouček","Slezská univerzita v Opavě Obchodně podnikatelská fakulta v Karviné Karviná",2007,"https://wayback.webarchiv.cz/wayback/20071007210841/http://pala.gacr.cas.cz/wordpress/"
"Ekonomické vědy","Ondřej","Schneider","Univerzita Karlova v Praze Fakulta sociálních věd Praha 1",2007,"https://wayback.webarchiv.cz/wayback/20071007210841/http://pala.gacr.cas.cz/wordpress/"
"Ekonomické vědy","Miloslav","Vošvrda","Ústav teorie informace a automatizace AV ČR, Praha 8",2007,"https://wayback.webarchiv.cz/wayback/20071007210841/http://pala.gacr.cas.cz/wordpress/"
"Ekonomické vědy","Milan","Žák","Grantový fond VŠEM, Praha 2",2007,"https://wayback.webarchiv.cz/wayback/20071007210841/http://pala.gacr.cas.cz/wordpress/"
"Sociologie","Ladislav","Cabada","Západočeská univerzita v Plzni Plzeň",2007,"https://wayback.webarchiv.cz/wayback/20071007210841/http://pala.gacr.cas.cz/wordpress/"
"Sociologie","Dušan","Drbohlav","Univerzita Karlova v Praze Přírodovědecká fakulta Praha 2",2007,"https://wayback.webarchiv.cz/wayback/20071007210841/http://pala.gacr.cas.cz/wordpress/"
"Sociologie","Hynek","Jeřábek","Univerzita Karlova v Praze Fakulta sociálních věd Praha 5",2007,"https://wayback.webarchiv.cz/wayback/20071007210841/http://pala.gacr.cas.cz/wordpress/"
"Sociologie","Jan","Jirák","Univerzita Karlova v Praze Fakulta sociálních věd Praha 1",2007,"https://wayback.webarchiv.cz/wayback/20071007210841/http://pala.gacr.cas.cz/wordpress/"
"Sociologie","Jiří","Kabele","Univerzita Karlova v Praze Fakulta sociálních věd Praha 1",2007,"https://wayback.webarchiv.cz/wayback/20071007210841/http://pala.gacr.cas.cz/wordpress/"
"Sociologie","Jaroslava","Kadeřábková","Vysoká škola ekonomická v Praze Fakulta národohospodářská Praha 3",2007,"https://wayback.webarchiv.cz/wayback/20071007210841/http://pala.gacr.cas.cz/wordpress/"
"Sociologie","Martin","Kreidl",", Západočeská univerzita v Plzni Fakulta filozofická Plzeň",2007,"https://wayback.webarchiv.cz/wayback/20071007210841/http://pala.gacr.cas.cz/wordpress/"
"Sociologie","Petr","Matějů","Sociologický ústav AV ČR, Praha 1",2007,"https://wayback.webarchiv.cz/wayback/20071007210841/http://pala.gacr.cas.cz/wordpress/"
"Sociologie","Karel","Müller","Univerzita Karlova v Praze Fakulta humanitních studií Praha 5",2007,"https://wayback.webarchiv.cz/wayback/20071007210841/http://pala.gacr.cas.cz/wordpress/"
"Sociologie","Pavel","Navrátil","Masarykova univerzita Fakulta sociálních studií Brno",2007,"https://wayback.webarchiv.cz/wayback/20071007210841/http://pala.gacr.cas.cz/wordpress/"
"Sociologie","Igor","Nosál","Masarykova univerzita Fakulta sociálních studií Brno",2007,"https://wayback.webarchiv.cz/wayback/20071007210841/http://pala.gacr.cas.cz/wordpress/"
"Sociologie","Petr","Pavlík","Univerzita Karlova v Praze Fakulta humanitních studií Praha 5",2007,"https://wayback.webarchiv.cz/wayback/20071007210841/http://pala.gacr.cas.cz/wordpress/"
"Sociologie","et","Klára","Plecitá Sociologický ústav AV ČR, Praha 1",2007,"https://wayback.webarchiv.cz/wayback/20071007210841/http://pala.gacr.cas.cz/wordpress/"
"Sociologie","Dan","Ryšavý","Univerzita Palackého v Olomouci Filozofická fakulta Olomouc",2007,"https://wayback.webarchiv.cz/wayback/20071007210841/http://pala.gacr.cas.cz/wordpress/"
"Sociologie","Marek","Skovajsa",", Sociologický ústav AV ČR, Praha 1",2007,"https://wayback.webarchiv.cz/wayback/20071007210841/http://pala.gacr.cas.cz/wordpress/"
"Sociologie","Bohuslav","Šalanda","Univerzita Pardubice Fakulta filozofická Pardubice",2007,"https://wayback.webarchiv.cz/wayback/20071007210841/http://pala.gacr.cas.cz/wordpress/"
"Sociologie","Iva","Šmídová","Masarykova univerzita Fakulta sociálních studií Brno",2007,"https://wayback.webarchiv.cz/wayback/20071007210841/http://pala.gacr.cas.cz/wordpress/"
"Sociologie","Jiří","Šubrt","Univerzita Karlova v Praze Filozofická fakulta Praha 1",2007,"https://wayback.webarchiv.cz/wayback/20071007210841/http://pala.gacr.cas.cz/wordpress/"
"Historické vědy, národopis","Ivana","Čornejová","Univerzita Karlova v Praze Ústav dějin Univerzity Karlovy a archiv Univerzity Karlovy Praha 1",2007,"https://wayback.webarchiv.cz/wayback/20071007210841/http://pala.gacr.cas.cz/wordpress/"
"Historické vědy, národopis","Zdeněk","Dragoun","Národní památkový ústav Praha 1",2007,"https://wayback.webarchiv.cz/wayback/20071007210841/http://pala.gacr.cas.cz/wordpress/"
"Historické vědy, národopis","Petr","Drda","Archeologický ústav AV ČR, Praha, Praha 1",2007,"https://wayback.webarchiv.cz/wayback/20071007210841/http://pala.gacr.cas.cz/wordpress/"
"Historické vědy, národopis","Josef","Grulich","Jihočeská univerzita v Českých Budějovicích Filozofická fakulta České Budějovice",2007,"https://wayback.webarchiv.cz/wayback/20071007210841/http://pala.gacr.cas.cz/wordpress/"
"Historické vědy, národopis","Milan","Hlavačka","Univerzita Karlova v Praze Filozofická fakulta Praha 1",2007,"https://wayback.webarchiv.cz/wayback/20071007210841/http://pala.gacr.cas.cz/wordpress/"
"Historické vědy, národopis","Libor","Jan","Masarykova univerzita Filozofická fakulta Brno",2007,"https://wayback.webarchiv.cz/wayback/20071007210841/http://pala.gacr.cas.cz/wordpress/"
"Historické vědy, národopis","Bohuslav","Klíma","Masarykova univerzita Pedagogická fakulta Brno",2007,"https://wayback.webarchiv.cz/wayback/20071007210841/http://pala.gacr.cas.cz/wordpress/"
"Historické vědy, národopis","Tomáš","Krejčík","Ostravská univerzita v Ostravě Filozofická fakulta Ostrava 1",2007,"https://wayback.webarchiv.cz/wayback/20071007210841/http://pala.gacr.cas.cz/wordpress/"
"Historické vědy, národopis","Milena","Lenderová","Univerzita Pardubice Fakulta filozofická Pardubice",2007,"https://wayback.webarchiv.cz/wayback/20071007210841/http://pala.gacr.cas.cz/wordpress/"
"Historické vědy, národopis","Václav","Matoušek","Univerzita Karlova v Praze Fakulta humanitních studií Praha 5",2007,"https://wayback.webarchiv.cz/wayback/20071007210841/http://pala.gacr.cas.cz/wordpress/"
"Historické vědy, národopis","Hana","Pátková","Univerzita Karlova v Praze Filozofická fakulta Praha 1",2007,"https://wayback.webarchiv.cz/wayback/20071007210841/http://pala.gacr.cas.cz/wordpress/"
"Historické vědy, národopis","Stanislav","Stuchlík","Slezská univerzita v Opavě Filozoficko-přírodovědecká fakulta Opava",2007,"https://wayback.webarchiv.cz/wayback/20071007210841/http://pala.gacr.cas.cz/wordpress/"
"Historické vědy, národopis","Jaroslav","Tejral","Archeologický ústav AV ČR, Brno, Brno",2007,"https://wayback.webarchiv.cz/wayback/20071007210841/http://pala.gacr.cas.cz/wordpress/"
"Historické vědy, národopis","Lubomír","Tyllner","Etnologický ústav AV ČR, Praha 1",2007,"https://wayback.webarchiv.cz/wayback/20071007210841/http://pala.gacr.cas.cz/wordpress/"
"Historické vědy, národopis","Petr","Vorel","Východočeské muzeum Pardubice",2007,"https://wayback.webarchiv.cz/wayback/20071007210841/http://pala.gacr.cas.cz/wordpress/"
"Historické vědy, národopis","František","Vrhel","Univerzita Karlova v Praze Filozofická fakulta Praha 1",2007,"https://wayback.webarchiv.cz/wayback/20071007210841/http://pala.gacr.cas.cz/wordpress/"
"Filologie","Daša","Bartoňková","Masarykova univerzita Filozofická fakulta Brno",2007,"https://wayback.webarchiv.cz/wayback/20071007210841/http://pala.gacr.cas.cz/wordpress/"
"Filologie","Jana","Bartůňková","Univerzita Hradec Králové Pedagogická fakulta Hradec Králové",2007,"https://wayback.webarchiv.cz/wayback/20071007210841/http://pala.gacr.cas.cz/wordpress/"
"Filologie","Michal","Bauer","Jihočeská univerzita v Českých Budějovicích Filozofická fakulta České Budějovice",2007,"https://wayback.webarchiv.cz/wayback/20071007210841/http://pala.gacr.cas.cz/wordpress/"
"Filologie","Vlasta","Hlavičková","Vysoká škola ekonomická v Praze Fakulta mezinárodních vztahů Praha 3",2007,"https://wayback.webarchiv.cz/wayback/20071007210841/http://pala.gacr.cas.cz/wordpress/"
"Filologie","Jana","Hoffmannová","Ústav pro jazyk český AV ČR, Praha 1",2007,"https://wayback.webarchiv.cz/wayback/20071007210841/http://pala.gacr.cas.cz/wordpress/"
"Filologie","Jiří","Holý","Univerzita Karlova v Praze Filozofická fakulta Praha 1",2007,"https://wayback.webarchiv.cz/wayback/20071007210841/http://pala.gacr.cas.cz/wordpress/"
"Filologie","Tomáš","Hoskovec","Masarykova univerzita Filozofická fakulta Brno",2007,"https://wayback.webarchiv.cz/wayback/20071007210841/http://pala.gacr.cas.cz/wordpress/"
"Filologie","Ilona","Janyšková","Ústav pro jazyk český AV ČR, Brno",2007,"https://wayback.webarchiv.cz/wayback/20071007210841/http://pala.gacr.cas.cz/wordpress/"
"Filologie","Pavel","Kolář","Slezská univerzita v Opavě Filozoficko-přírodovědecká fakulta Opava",2007,"https://wayback.webarchiv.cz/wayback/20071007210841/http://pala.gacr.cas.cz/wordpress/"
"Filologie","Jaroslav","Kovář","Masarykova univerzita Filozofická fakulta Brno",2007,"https://wayback.webarchiv.cz/wayback/20071007210841/http://pala.gacr.cas.cz/wordpress/"
"Filologie","Oldřich","Král","Univerzita Karlova v Praze Filozofická fakulta Praha 1",2007,"https://wayback.webarchiv.cz/wayback/20071007210841/http://pala.gacr.cas.cz/wordpress/"
"Filologie","Jarmila","Panevová","Univerzita Karlova v Praze Matematicko-fyzikální fakulta Praha 1",2007,"https://wayback.webarchiv.cz/wayback/20071007210841/http://pala.gacr.cas.cz/wordpress/"
"Filologie","Václav","Petrbok","Ústav pro českou literaturu AV ČR, Praha 1",2007,"https://wayback.webarchiv.cz/wayback/20071007210841/http://pala.gacr.cas.cz/wordpress/"
"Filologie","Michal","Přibáň","Ústav pro českou literaturu AV ČR, Brno",2007,"https://wayback.webarchiv.cz/wayback/20071007210841/http://pala.gacr.cas.cz/wordpress/"
"Filologie","Irena","Přibylová","Masarykova univerzita Pedagogická fakulta Brno",2007,"https://wayback.webarchiv.cz/wayback/20071007210841/http://pala.gacr.cas.cz/wordpress/"
"Filologie","Hana","Srpová","Ostravská univerzita v Ostravě Filozofická fakulta Ostrava 1",2007,"https://wayback.webarchiv.cz/wayback/20071007210841/http://pala.gacr.cas.cz/wordpress/"
"Filologie","Jana","Svobodová","Ostravská univerzita v Ostravě Ostrava 1",2007,"https://wayback.webarchiv.cz/wayback/20071007210841/http://pala.gacr.cas.cz/wordpress/"
"Filologie","Hana","Šedinová","Filosofický ústav AV ČR, Kabinet pro klasická studia Praha 1",2007,"https://wayback.webarchiv.cz/wayback/20071007210841/http://pala.gacr.cas.cz/wordpress/"
"Psychologie, pedagogika","Vojtěch","Gajda","Ostravská univerzita v Ostravě Pedagogická fakulta Ostrava",2007,"https://wayback.webarchiv.cz/wayback/20071007210841/http://pala.gacr.cas.cz/wordpress/"
"Psychologie, pedagogika","Ilona","Gillernová","Univerzita Karlova v Praze Filozofická fakulta Praha 1",2007,"https://wayback.webarchiv.cz/wayback/20071007210841/http://pala.gacr.cas.cz/wordpress/"
"Psychologie, pedagogika","Milan","Hejný","Univerzita Karlova v Praze Pedagogická fakulta Praha 1",2007,"https://wayback.webarchiv.cz/wayback/20071007210841/http://pala.gacr.cas.cz/wordpress/"
"Psychologie, pedagogika","Vladimír","Kebza","Státní zdravotní ústav Praha 10",2007,"https://wayback.webarchiv.cz/wayback/20071007210841/http://pala.gacr.cas.cz/wordpress/"
"Psychologie, pedagogika","Miloš","Kučera","Univerzita Karlova v Praze Pedagogická fakulta Praha 1",2007,"https://wayback.webarchiv.cz/wayback/20071007210841/http://pala.gacr.cas.cz/wordpress/"
"Psychologie, pedagogika","Pavel","Mühlpachr","Masarykova univerzita Pedagogická fakulta Brno",2007,"https://wayback.webarchiv.cz/wayback/20071007210841/http://pala.gacr.cas.cz/wordpress/"
"Psychologie, pedagogika","Michaela","Píšová","D, Univerzita Pardubice Fakulta filozofická Pardubice",2007,"https://wayback.webarchiv.cz/wayback/20071007210841/http://pala.gacr.cas.cz/wordpress/"
"Psychologie, pedagogika","Milada","Rabušicová","Masarykova univerzita Filozofická fakulta Brno",2007,"https://wayback.webarchiv.cz/wayback/20071007210841/http://pala.gacr.cas.cz/wordpress/"
"Psychologie, pedagogika","Evžen","Řehulka","Masarykova univerzita Pedagogická fakulta Brno",2007,"https://wayback.webarchiv.cz/wayback/20071007210841/http://pala.gacr.cas.cz/wordpress/"
"Psychologie, pedagogika","Julius","Sekera","Ostravská univerzita v Ostravě Pedagogická fakulta Ostrava",2007,"https://wayback.webarchiv.cz/wayback/20071007210841/http://pala.gacr.cas.cz/wordpress/"
"Psychologie, pedagogika","Eva","Souralová","Univerzita Palackého v Olomouci Pedagogická fakulta Olomouc",2007,"https://wayback.webarchiv.cz/wayback/20071007210841/http://pala.gacr.cas.cz/wordpress/"
"Psychologie, pedagogika","Jitka","Šimíčková-Čížková","Ostravská Univerzita Pedagogická fakulta Ostrava",2007,"https://wayback.webarchiv.cz/wayback/20071007210841/http://pala.gacr.cas.cz/wordpress/"
"Psychologie, pedagogika","Vlastimil","Švec","Univerzita Tomáše Bati ve Zlíně Fakulta humanitních studií Zlím",2007,"https://wayback.webarchiv.cz/wayback/20071007210841/http://pala.gacr.cas.cz/wordpress/"
"Psychologie, pedagogika","Mojmír","Tyrlík","Masarykova univerzita Filozofická fakulta Brno",2007,"https://wayback.webarchiv.cz/wayback/20071007210841/http://pala.gacr.cas.cz/wordpress/"
"Psychologie, pedagogika","Alena","Vališová","Univerzita Karlova v Praze Filozofická fakulta Praha 1",2007,"https://wayback.webarchiv.cz/wayback/20071007210841/http://pala.gacr.cas.cz/wordpress/"
"Psychologie, pedagogika","Helena","Záškodná","Jihočeská univerzita v Českých Budějovicích Zdravotně sociální fakulta České Budějovice",2007,"https://wayback.webarchiv.cz/wayback/20071007210841/http://pala.gacr.cas.cz/wordpress/"
"Právní vědy, politologie","Karolina","Adamová","Ústav státu a práva AV ČR, Praha 1",2007,"https://wayback.webarchiv.cz/wayback/20071007210841/http://pala.gacr.cas.cz/wordpress/"
"Právní vědy, politologie","Martin","Boháček","Vysoká škola ekonomická v Praze Fakulta mezinárodních vztahů Praha 3",2007,"https://wayback.webarchiv.cz/wayback/20071007210841/http://pala.gacr.cas.cz/wordpress/"
"Právní vědy, politologie","Bořivoj","Hnízdo","Univerzita Karlova v Praze Filozofická fakulta Praha 1",2007,"https://wayback.webarchiv.cz/wayback/20071007210841/http://pala.gacr.cas.cz/wordpress/"
"Právní vědy, politologie","Drahomíra","Houbová","Masarykova univerzita Právnická fakulta Brno",2007,"https://wayback.webarchiv.cz/wayback/20071007210841/http://pala.gacr.cas.cz/wordpress/"
"Právní vědy, politologie","Marie","Karfíková","Univerzita Karlova v Praze Právnická fakulta Praha 1",2007,"https://wayback.webarchiv.cz/wayback/20071007210841/http://pala.gacr.cas.cz/wordpress/"
"Právní vědy, politologie","Michal","Klíma","Vysoká škola ekonomická v Praze Fakulta mezinárodních vztahů Praha 3",2007,"https://wayback.webarchiv.cz/wayback/20071007210841/http://pala.gacr.cas.cz/wordpress/"
"Právní vědy, politologie","Tatiana","Machalová",", Masarykova univerzita Právnická fakulta Brno",2007,"https://wayback.webarchiv.cz/wayback/20071007210841/http://pala.gacr.cas.cz/wordpress/"
"Právní vědy, politologie","Ján","Matejka","Ústav státu a práva AV ČR, Praha 1",2007,"https://wayback.webarchiv.cz/wayback/20071007210841/http://pala.gacr.cas.cz/wordpress/"
"Právní vědy, politologie","František","Novák","Ústav státu a práva AV ČR, Praha 1",2007,"https://wayback.webarchiv.cz/wayback/20071007210841/http://pala.gacr.cas.cz/wordpress/"
"Právní vědy, politologie","Monika","Pauknerová","Ústav státu a práva AV ČR, Praha 1",2007,"https://wayback.webarchiv.cz/wayback/20071007210841/http://pala.gacr.cas.cz/wordpress/"
"Právní vědy, politologie","Jana","Reschová","Vysoká škola ekonomická v Praze Fakulta mezinárodních vztahů Praha 3",2007,"https://wayback.webarchiv.cz/wayback/20071007210841/http://pala.gacr.cas.cz/wordpress/"
