"panel_name","panel_code","first_name","second_name","titles","affiliation","year","url"
"Právní vědy, politologie",407,"Jan","Bureš","PhDr.","Univerzita Karlova v Praze - Filozofická fakulta",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Právní vědy, politologie",407,"Jan","Holzer","Doc. PhDr.","Masarykova univerzita - Fakulta sociálních studií",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Právní vědy, politologie",407,"Drahomíra","Houbová","JUDr.","Masarykova univerzita - Právnická fakulta",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Právní vědy, politologie",407,"Marie","Karfíková","Prof. JUDr.","Univerzita Karlova v Praze - Právnická fakulta",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Právní vědy, politologie",407,"Michal","Klíma","Prof. PhDr.","Vysoká škola ekonomická v Praze - Fakulta mezinárodních vztahů",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Právní vědy, politologie",407,"Tomáš","Lebeda","PhDr.","Sociologický ústav AV ČR",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Právní vědy, politologie",407,"Tatiana","Machalová","Doc. PhDr.","Masarykova univerzita - Právnická fakulta",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Právní vědy, politologie",407,"Jan","Malíř","JUDr.","Ústav státu a práva AV ČR",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Právní vědy, politologie",407,"Ján","Matejka","JUDr.","Ústav státu a práva AV ČR",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Právní vědy, politologie",407,"František","Novák","JUDr.","Ústav státu a práva AV ČR",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Právní vědy, politologie",407,"Monika","Pauknerová","Prof. JUDr.","Ústav státu a práva AV ČR",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Právní vědy, politologie",407,"Markéta","Pitrová","Doc. PhDr.","Masarykova univerzita - Fakulta sociálních studií",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Právní vědy, politologie",407,"Jana","Reschová","Doc. JUDr.","Vysoká škola ekonomická v Praze - Fakulta mezinárodních vztahů",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Estetika, hudební věda a vědy o umění",408,"Roman","Dykast","PhDr.","Akademie múzických umění v Praze - Hudební fakulta",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Estetika, hudební věda a vědy o umění",408,"Leoš","Faltus","Prof. PhDr.","Janáčkova akademie múzických umění v Brně - Hudební fakulta",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Estetika, hudební věda a vědy o umění",408,"Petra","Hanáková","PhDr.","Univerzita Karlova v Praze - Filozofická fakulta",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Estetika, hudební věda a vědy o umění",408,"Jana","Hlaváčková","PhDr.","Univerzita Karlova v Praze - Filozofická fakulta",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Estetika, hudební věda a vědy o umění",408,"Jan","Hyvnar","Doc. PhDr.","Západočeská univerzita v Plzni",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Estetika, hudební věda a vědy o umění",408,"Ondřej","Jakubec","Mgr.","státní příspěvková organizace",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Estetika, hudební věda a vědy o umění",408,"Josef","Kovalčuk","Prof. PhDr.","Janáčkova akademie múzických umění v Brně - Divadelní fakulta",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Estetika, hudební věda a vědy o umění",408,"Vojtěch","Lahoda","Prof. PhDr.","Ústav dějin umění AV ČR",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Estetika, hudební věda a vědy o umění",408,"Jiří","Luska","Prof. PaedDr.","Univerzita Palackého v Olomouci - Pedagogická fakulta",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Estetika, hudební věda a vědy o umění",408,"Taťána","Petrasová","PhDr.","Ústav dějin umění AV ČR",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Estetika, hudební věda a vědy o umění",408,"Alena","Pomajzlová","PhDr.","Masarykova univerzita - Filozofická fakulta",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Estetika, hudební věda a vědy o umění",408,"Karel","Steinmetz","Prof. PhDr.","Univerzita Palackého v Olomouci - Pedagogická fakulta",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Dějiny 19. a 20. století",409,"Vratislav","Doubek","Doc. Mgr.","Univerzita Karlova v Praze - Filozofická fakulta",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Dějiny 19. a 20. století",409,"Eva","Gregorovičová","PhDr.","Národní archiv",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Dějiny 19. a 20. století",409,"Ladislav","Hladký","Doc. PhDr.","Historický ústav AV ČR",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Dějiny 19. a 20. století",409,"Bohumil","Jiroušek","Doc. PhDr.","Jihočeská univerzita v Českých Budějovicích - Filozofická fakulta",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Dějiny 19. a 20. století",409,"Jiří","Knapík","Doc. PhDr.","Slezská univerzita v Opavě - Filozoficko-přírodovědecká fakulta",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Dějiny 19. a 20. století",409,"Barbara","Köpplová","Doc. PhDr.","Univerzita Karlova v Praze - Fakulta sociálních věd",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Dějiny 19. a 20. století",409,"Dana","Musilová","PhDr.","Univerzita Hradec Králové - Filozofická fakulta",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Dějiny 19. a 20. století",409,"Jiří","Pokorný","Doc. PhDr.","Univerzita Karlova v Praze - Pedagogická fakulta",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Dějiny 19. a 20. století",409,"Hana","Svatošová","PhDr.","Hlavní město Praha - Magistrát hl.m. Prahy - Archiv hl. m. Prahy",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Dějiny 19. a 20. století",409,"Kamil","Štěpánek","PhDr.","Masarykova univerzita - Pedagogická fakulta",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Dějiny 19. a 20. století",409,"Miroslav","Vaněk","PaedDr. Mgr.","Ústav pro soudobé dějiny AV ČR",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Dějiny 19. a 20. století",409,"Václav","Vondrášek","Doc. PhDr.","Ministerstvo obrany - Univerzita obrany",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Dějiny 19. a 20. století",409,"Aleš","Zářický","Doc. PhDr.","Ostravská univerzita v Ostravě - Filozofická fakulta",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Rostlinná produkce, genetika a šlechtění",521,"Vladislav","Čurn","Prof. Ing.","Jihočeská univerzita v Českých Budějovicích - Zemědělská fakulta",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Rostlinná produkce, genetika a šlechtění",521,"Jaroslav","Doležel","Doc. Ing.","Ústav experimentální botaniky AV ČR",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Rostlinná produkce, genetika a šlechtění",521,"Jiří","Fajkus","Doc. RNDr.","Biofyzikální ústav AV ČR",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Rostlinná produkce, genetika a šlechtění",521,"Martin","Fellner","RNDr.","Univerzita Palackého v Olomouci - Přírodovědecká fakulta",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Rostlinná produkce, genetika a šlechtění",521,"Karel","Klem","Ing.","Ph.D. - předseda",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Rostlinná produkce, genetika a šlechtění",521,"Daniela","Pavlíková","Doc. Ing.","Česká zemědělská univerzita v Praze - Fakulta agrobiologie",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Rostlinná produkce, genetika a šlechtění",521,"Zdeněk","Žalud","Prof. Ing.","Mendelova zemědělská a lesnická univerzita v Brně - Agronomická fakulta",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Rostlinolékařství, fyziologie rostlin",522,"Antonín","Dreiseitl","Ing.","Zemědělský výzkumný ústav Kroměříž",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Rostlinolékařství, fyziologie rostlin",522,"Ivo","Frébort","Prof. RNDr.","Univerzita Palackého v Olomouci - Přírodovědecká fakulta",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Rostlinolékařství, fyziologie rostlin",522,"David","Honys","RNDr.","Ústav experimentální botaniky AV ČR",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Rostlinolékařství, fyziologie rostlin",522,"Dalibor","Kodrík","Doc. RNDr.","v.v.i. - Entomologický ústav",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Rostlinolékařství, fyziologie rostlin",522,"Milan","Navrátil","Doc. RNDr.","Univerzita Palackého v Olomouci - Přírodovědecká fakulta",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Rostlinolékařství, fyziologie rostlin",522,"Karel","Petrzik","RNDr.","v.v.i. - Ústav molekulární biologie rostlin",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Rostlinolékařství, fyziologie rostlin",522,"Vladimír","Špunda","Doc. RNDr.","Ostravská univerzita v Ostravě - Přírodovědecká fakulta",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Rostlinolékařství, fyziologie rostlin",522,"Olga","Valentová","Prof. RNDr.","Vysoká škola chemicko-technologická v Praze - Fakulta potravinářské a biochemické technologie",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Živočišná produkce, genetika a šlechtění",523,"Tomáš","Grim","RNDr.","Univerzita Palackého v Olomouci - Přírodovědecká fakulta",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Živočišná produkce, genetika a šlechtění",523,"RNDr","Petr","Prof. MVDr.","Veterinární a farmaceutická univerzita Brno - Fakulta veterinárního lékařství",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Živočišná produkce, genetika a šlechtění",523,"Otomar","Linhart","Prof. Ing.","Jihočeská univerzita v Českých Budějovicích - Výzkumný ústav rybářský a hydrobiologický",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Živočišná produkce, genetika a šlechtění",523,"Jaroslav","Petr","Prof. Ing.","Výzkumný ústav živočišné výroby",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Živočišná produkce, genetika a šlechtění",523,"Marie","Rábová","Ing.","Ústav živočišné fyziologie a genetiky AV ČR",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Živočišná produkce, genetika a šlechtění",523,"Marek","Šinkora","RNDr.","Mikrobiologický ústav AV ČR",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Fyziologie a patologie zvířat",524,"Božena","Koubková","RNDr.","Masarykova univerzita - Přírodovědecká fakulta",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Fyziologie a patologie zvířat",524,"Michal","Kubelka","Ing.","Ústav živočišné fyziologie a genetiky AV ČR",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Fyziologie a patologie zvířat",524,"Ivan","Literák","Prof. MVDr.","Veterinární a farmaceutická univerzita Brno - Fakulta veterinárního lékařství",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Fyziologie a patologie zvířat",524,"Antonín","Lojek","Doc. RNDr.","Biofyzikální ústav AV ČR",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Fyziologie a patologie zvířat",524,"Ivan","Rychlík","Doc. RNDr.","Výzkumný ústav veterinárního lékařství",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Fyziologie a patologie zvířat",524,"Lenka","Skálová","Doc. RNDr.","Univerzita Karlova v Praze - Farmaceutická fakulta Hradec Králové",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Zemědělské produkty, potravinářství a ekotoxikologie",525,"Zdeněk","Bubník","Prof. Ing.","Vysoká škola chemicko-technologická v Praze - Fakulta potravinářské a biochemické technologie",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Zemědělské produkty, potravinářství a ekotoxikologie",525,"Ladislav","Kokoška","Doc. Ing.","Česká zemědělská univerzita v Praze - Institut tropického a subtropického zemědělství",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Zemědělské produkty, potravinářství a ekotoxikologie",525,"Jan","Kopečný","Ing.","Ústav živočišné fyziologie a genetiky AV ČR",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Zemědělské produkty, potravinářství a ekotoxikologie",525,"Miroslav","Machala","RNDr.","Výzkumný ústav veterinárního lékařství",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Zemědělské produkty, potravinářství a ekotoxikologie",525,"Martin","Mandl","Doc. Ing.","Masarykova univerzita - Přírodovědecká fakulta",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Zemědělské produkty, potravinářství a ekotoxikologie",525,"Milada","Plocková","Doc. Ing.","Vysoká škola chemicko-technologická v Praze - Fakulta potravinářské a biochemické technologie",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Zemědělské produkty, potravinářství a ekotoxikologie",525,"Slavomíra","Vavreinová","Ing.","Výzkumný ústav potravinářský Praha",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Péče o krajinu, lesy, půda",526,"Petr","Baldrian","RNDr.","Mikrobiologický ústav AV ČR",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Péče o krajinu, lesy, půda",526,"Luboš","Borůvka","Prof. Dr. Ing.","Česká zemědělská univerzita v Praze - Fakulta agrobiologie",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Péče o krajinu, lesy, půda",526,"Emil","Cienciala","Doc. Ing.","IFER - Ústav pro výzkum lesních ekosystémů",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Péče o krajinu, lesy, půda",526,"Dana","Elhottová","RNDr.","v.v.i. - Ústav půdní biologie",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Péče o krajinu, lesy, půda",526,"Vilém","Pavlů","Doc. Dr.","v.v.i. - Výzkumná stanice travních ekosystémů",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Péče o krajinu, lesy, půda",526,"Martin","Rulík","Doc. RNDr.","Univerzita Palackého v Olomouci - Přírodovědecká fakulta",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Péče o krajinu, lesy, půda",526,"Marian","Slodičák","Doc. RNDr.","Výzkumný ústav lesního hospodářství a myslivosti",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Péče o krajinu, lesy, půda",526,"Pavel","Šamonil","Ing.","Výzkumný ústav Silva Taroucy pro krajinu a okrasné zahradnictví",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
