"panel_name","panel_code","first_name","second_name","titles","affiliation","year","url"
"Fyzika",202,"Miloslav","Dušek","Prof. RNDr.","Univerzita Palackého v Olomouci - Přírodovědecká fakulta",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Fyzika",202,"Jiří","Englich","Prof. RNDr.","Univerzita Karlova v Praze - Matematicko-fyzikální fakulta",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Fyzika",202,"Stanislav","Kamba","RNDr.","Fyzikální ústav AV ČR",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Fyzika",202,"Jiří","Mareš","RNDr.","Ústav jaderné fyziky AV ČR",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Fyzika",202,"Pavol","Mikula","RNDr.","Ústav jaderné fyziky AV ČR",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Fyzika",202,"Jan","Nedbal","Doc. RNDr.","Univerzita Karlova v Praze - Matematicko-fyzikální fakulta",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Fyzika",202,"Pavel","Novák","Ing.","Fyzikální ústav AV ČR",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Fyzika",202,"Stanislav","Pekárek","Prof. Ing.","České vysoké učení technické v Praze - Fakulta elektrotechnická",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Fyzika",202,"Karel","Rohlena","RNDr.","Fyzikální ústav AV ČR",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Fyzika",202,"Vladimír","Sechovský","Prof. RNDr.","Univerzita Karlova v Praze - Matematicko-fyzikální fakulta",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Fyzika",202,"Libor","Šnobl","Ing.","České vysoké učení technické v Praze - Fakulta jaderná a fyzikálně inženýrská",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Fyzika",202,"Mojmír","Šob","Prof. RNDr.","Masarykova univerzita - Přírodovědecká fakulta",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Fyzika",202,"Milan","Tichý","Prof. RNDr.","Univerzita Karlova v Praze - Matematicko-fyzikální fakulta",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Fyzika",202,"David","Trunec","Doc. RNDr.","Masarykova univerzita - Přírodovědecká fakulta",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Fyzika",202,"Alice","Valkárová","RNDr.","Univerzita Karlova v Praze - Matematicko-fyzikální fakulta",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Fyzika",202,"Vladimír","Wagner","RNDr.","Ústav jaderné fyziky AV ČR",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Fyzika",202,"Pavel","Zemánek","Doc. RNDr.","Ústav přístrojové techniky AV ČR",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Chemie",203,"Jana","Bludská","Ing.","Ústav anorganické chemie AV ČR",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Chemie",203,"Vladimír","Dohnal","Doc. Ing.","Vysoká škola chemicko-technologická v Praze - Fakulta chemické technologie",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Chemie",203,"Pavel","Jandera","Prof. Ing.","Univerzita Pardubice - Fakulta chemicko-technologická",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Chemie",203,"Stanislav","Kafka","Doc. Ing.","Univerzita Tomáše Bati ve Zlíně - Fakulta technologická",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Chemie",203,"Karel","Lemr","Prof. RNDr.","Univerzita Palackého v Olomouci - Přírodovědecká fakulta",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Chemie",203,"Pavel","Lhoták","Prof. Ing.","Vysoká škola chemicko-technologická v Praze - Fakulta chemické technologie",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Chemie",203,"Vladimír","Mareček","Prof. Ing.","Ústav fyzikální chemie J. Heyrovského AV ČR",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Chemie",203,"Ivan","Mikšík","Doc. Ing.","Fyziologický ústav AV ČR",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Chemie",203,"Josef","Novosad","Doc. RNDr.","Masarykova univerzita - Přírodovědecká fakulta",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Chemie",203,"Tomáš","Obšil","Doc. RNDr.","Univerzita Karlova v Praze - Přírodovědecká fakulta",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Chemie",203,"Věra","Pacáková","Prof. RNDr.","Univerzita Karlova v Praze - Přírodovědecká fakulta",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Chemie",203,"Michal","Pechar","Ing.","Ústav makromolekulární chemie AV ČR",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Chemie",203,"Iva","Píchová","Ing.","Ústav organické chemie a biochemie AV ČR",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Chemie",203,"Milan","Potáček","Prof. RNDr.","Masarykova univerzita - Přírodovědecká fakulta",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Chemie",203,"Irena","Prokopová","Doc. Ing.","Vysoká škola chemicko-technologická v Praze - Fakulta chemické technologie",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Chemie",203,"Eva","Samcová","Doc. RNDr.","Univerzita Karlova v Praze - 3. lékařská fakulta",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Chemie",203,"Miloš","Sedlák","Doc. Ing.","Univerzita Pardubice - Fakulta chemicko-technologická",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Chemie",203,"Zdeněk","Sobalík","Ing.","Ústav fyzikální chemie J. Heyrovského AV ČR",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Chemie",203,"Vladimír","Sýkora","Doc. Ing.","Vysoká škola chemicko-technologická v Praze - Fakulta technologie ochrany prostředí",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Chemie",203,"Jiří","Šrogl","Ing.","Ústav organické chemie a biochemie AV ČR",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Chemie",203,"Ladislav","Tichý","Prof. Ing.","Ústav makromolekulární chemie AV ČR",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Chemie",203,"Jiří","Vohlídal","Prof. RNDr.","Univerzita Karlova v Praze - Přírodovědecká fakulta",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Buněčná a molekulární biologie",204,"Pavla","Binarová","Doc. RNDr.","Mikrobiologický ústav AV ČR",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Buněčná a molekulární biologie",204,"Pavel","Branny","RNDr.","Mikrobiologický ústav AV ČR",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Buněčná a molekulární biologie",204,"Vladimír","Divoký","Doc. RNDr.","Univerzita Palackého v Olomouci - Lékařská fakulta",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Buněčná a molekulární biologie",204,"Aleš","Hampl","Doc. MVDr.","Masarykova univerzita - Lékařská fakulta",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Buněčná a molekulární biologie",204,"Zdeněk","Hodný","MUDr.","Ústav molekulární genetiky AV ČR",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Buněčná a molekulární biologie",204,"Ivan","Hrdý","RNDr.","Univerzita Karlova v Praze - Přírodovědecká fakulta",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Buněčná a molekulární biologie",204,"Marek","Jindra","Doc. RNDr.","v.v.i. - Entomologický ústav",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Buněčná a molekulární biologie",204,"Vladimír","Kořínek","RNDr.","Ústav molekulární genetiky AV ČR",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Buněčná a molekulární biologie",204,"Jarmila","Králová","RNDr.","Ústav molekulární genetiky AV ČR",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Buněčná a molekulární biologie",204,"Jiří","Novotný","RNDr.","Univerzita Karlova v Praze - Přírodovědecká fakulta",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Buněčná a molekulární biologie",204,"Miroslav","Pátek","Ing.","Mikrobiologický ústav AV ČR",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Buněčná a molekulární biologie",204,"Hana","Sychrová","RNDr.","Fyziologický ústav AV ČR",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Buněčná a molekulární biologie",204,"Michal","Štros","RNDr.","Biofyzikální ústav AV ČR",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Vědy o Zemi a vesmíru",205,"Vratislav","Blecha","RNDr.","Univerzita Karlova v Praze - Přírodovědecká fakulta",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Vědy o Zemi a vesmíru",205,"Petr","Dobrovolný","Doc. RNDr.","Masarykova univerzita - Přírodovědecká fakulta",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Vědy o Zemi a vesmíru",205,"Eva","Franců","Mgr.","Česká geologická služba - pobočka Brno",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Vědy o Zemi a vesmíru",205,"Jiří","Frýda","RNDr.","Česká geologická služba",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Vědy o Zemi a vesmíru",205,"Svatoslav","Chamra","Ing.","České vysoké učení technické v Praze - Fakulta stavební",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Vědy o Zemi a vesmíru",205,"Emil","Jelínek","Doc. RNDr.","Univerzita Karlova v Praze - Přírodovědecká fakulta",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Vědy o Zemi a vesmíru",205,"Milan","Jeřábek","Doc. RNDr.","Univerzita Jana Evangelisty Purkyně v Ústí nad Labem - Přírodovědecká fakulta",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Vědy o Zemi a vesmíru",205,"Zdeněk","Kaláb","Doc. RNDr.","Ústav geoniky AV ČR",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Vědy o Zemi a vesmíru",205,"Jiří","Kvaček","RNDr.","Národní muzeum",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Vědy o Zemi a vesmíru",205,"Jan","Laštovička","RNDr.","Ústav fyziky atmosféry AV ČR",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Vědy o Zemi a vesmíru",205,"Jaromír","Leichmann","Doc. RNDr.","Masarykova univerzita - Přírodovědecká fakulta",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Vědy o Zemi a vesmíru",205,"Jiří","Mls","Doc. RNDr.","Univerzita Karlova v Praze - Přírodovědecká fakulta",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Vědy o Zemi a vesmíru",205,"Slavomír","Nehyba","Doc. RNDr.","Masarykova univerzita - Přírodovědecká fakulta",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Vědy o Zemi a vesmíru",205,"Pavel","Novák","Prof. Ing.","topografický a kartografický",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Vědy o Zemi a vesmíru",205,"Eduard","Petrovský","RNDr.","Geofyzikální ústav AV ČR",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Vědy o Zemi a vesmíru",205,"Petr","Pravec","Mgr.","Astronomický ústav AV ČR",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Vědy o Zemi a vesmíru",205,"Daniela","Řezáčová","Doc. RNDr.","Ústav fyziky atmosféry AV ČR",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Vědy o Zemi a vesmíru",205,"Josef","Stemberk","RNDr.","Ústav struktury a mechaniky hornin AV ČR",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Vědy o Zemi a vesmíru",205,"Jan","Šafanda","RNDr.","Geofyzikální ústav AV ČR",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Vědy o Zemi a vesmíru",205,"Jana","Šafránková","Prof. RNDr.","Univerzita Karlova v Praze - Matematicko-fyzikální fakulta",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Vědy o Zemi a vesmíru",205,"David","Vokrouhlický","Doc. RNDr.","Univerzita Karlova v Praze - Matematicko-fyzikální fakulta",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Vědy o Zemi a vesmíru",205,"Vít","Voženílek","Prof. RNDr.","Univerzita Palackého v Olomouci - Přírodovědecká fakulta",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Vědy o Zemi a vesmíru",205,"Miroslav","Vysoudil","Doc. RNDr.","Univerzita Palackého v Olomouci - Přírodovědecká fakulta",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Vědy o Zemi a vesmíru",205,"Karel","Žák","RNDr.","Geologický ústav AV ČR",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Obecná a ekologická biologie",206,"Vladimír","Bejček","Prof. RNDr.","Česká zemědělská univerzita v Praze - Fakulta životního prostředí",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Obecná a ekologická biologie",206,"Milada","Bocáková","Doc. Ing.","Univerzita Palackého v Olomouci - Pedagogická fakulta",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Obecná a ekologická biologie",206,"Petr","Bureš","Doc. RNDr.","Masarykova univerzita - Přírodovědecká fakulta",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Obecná a ekologická biologie",206,"Viktor","Černý","Mgr.","Archeologický ústav AV ČR",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Obecná a ekologická biologie",206,"Martin","Duchoslav","RNDr.","Univerzita Palackého v Olomouci - Přírodovědecká fakulta",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Obecná a ekologická biologie",206,"Jan","Fott","RNDr.","Univerzita Karlova v Praze - Přírodovědecká fakulta",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Obecná a ekologická biologie",206,"Jan","Gloser","Prof. RNDr.","Masarykova univerzita - Přírodovědecká fakulta",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Obecná a ekologická biologie",206,"Ivan","Horáček","Prof. RNDr.","Univerzita Karlova v Praze - Přírodovědecká fakulta",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Obecná a ekologická biologie",206,"Petr","Horák","Prof. RNDr.","Univerzita Karlova v Praze - Přírodovědecká fakulta",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Obecná a ekologická biologie",206,"Lubomír","Hrouda","Doc. RNDr.","Univerzita Karlova v Praze - Přírodovědecká fakulta",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Obecná a ekologická biologie",206,"Václav","Hypša","Prof. RNDr.","Jihočeská univerzita v Českých Budějovicích - Přírodovědecká fakulta",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Obecná a ekologická biologie",206,"Josef","Komenda","Doc. RNDr.","Mikrobiologický ústav AV ČR",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Obecná a ekologická biologie",206,"František","Krahulec","Prof. RNDr.","Botanický ústav AV ČR",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Obecná a ekologická biologie",206,"Miloš","Macholán","Doc. RNDr.","Ústav živočišné fyziologie a genetiky AV ČR",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Obecná a ekologická biologie",206,"Josef","Matěna","Doc. RNDr.","v.v.i. - Hydrobiologický ústav",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Obecná a ekologická biologie",206,"Karel","Prášil","Mgr.","Univerzita Karlova v Praze - Přírodovědecká fakulta",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Obecná a ekologická biologie",206,"Tomáš","Soldán","Prof. RNDr.","v.v.i. - Entomologický ústav",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Obecná a ekologická biologie",206,"David","Storch","Doc.","Univerzita Karlova v Praze - Centrum pro teoretická studia",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Obecná a ekologická biologie",206,"Zdeněk","Šesták","RNDr.","Ústav experimentální botaniky AV ČR",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Obecná a ekologická biologie",206,"Jan","Šobotník","Mgr.","Ústav organické chemie a biochemie AV ČR",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Obecná a ekologická biologie",206,"Vladimír","Uvíra","RNDr.","Univerzita Palackého v Olomouci - Přírodovědecká fakulta",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Molekulární biologie, genetika, experimentální onkologie",301,"Běla","Bendlová","RNDr.","Endokrinologický ústav",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Molekulární biologie, genetika, experimentální onkologie",301,"Tomáš","Eckschlager","Prof. MUDr.","Fakultní nemocnice Motol - Klinika dětské onkologie",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Molekulární biologie, genetika, experimentální onkologie",301,"Josef","Houštěk","MUDr.","Fyziologický ústav AV ČR",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Molekulární biologie, genetika, experimentální onkologie",301,"Milan","Macek","Prof. MUDr. jr.","Univerzita Karlova v Praze - 2. lékařská fakulta",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Molekulární biologie, genetika, experimentální onkologie",301,"Kyra","Michalová","Prof. Ing.","Všeobecná fakultní nemocnice - Ústav klinické biochemie a laboratorní diagnostiky",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Molekulární biologie, genetika, experimentální onkologie",301,"Emil","Paleček","Prof. RNDr.","Biofyzikální ústav AV ČR",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Molekulární biologie, genetika, experimentální onkologie",301,"Blanka","Říhová","Prof. RNDr.","Mikrobiologický ústav AV ČR",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Molekulární biologie, genetika, experimentální onkologie",301,"Jiří","Šantavý","Prof. MUDr.","Univerzita Palackého v Olomouci - Lékařská fakulta",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Molekulární biologie, genetika, experimentální onkologie",301,"Aleksi","Šedo","Prof. MUDr.","Univerzita Karlova v Praze - 1. lékařská fakulta",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Molekulární biologie, genetika, experimentální onkologie",301,"Jan","Trka","Prof. MUDr.","Univerzita Karlova v Praze - 2. lékařská fakulta",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Molekulární biologie, genetika, experimentální onkologie",301,"Bořivoj","Vojtěšek","RNDr.","Masarykův onkologický ústav",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Biochemie, metabolismus a výživa",303,"Jan","Borovanský","Prof. MUDr.","Univerzita Karlova v Praze - 1. lékařská fakulta",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Biochemie, metabolismus a výživa",303,"Jiří","Horáček","Doc. MUDr.","Univerzita Karlova v Praze - Lékařská fakulta v Hradci Králové",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Biochemie, metabolismus a výživa",303,"Marie","Stiborová","Prof. RNDr.","Univerzita Karlova v Praze - Přírodovědecká fakulta",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Biochemie, metabolismus a výživa",303,"Petr","Svoboda","Doc. RNDr.","Fyziologický ústav AV ČR",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Biochemie, metabolismus a výživa",303,"Jan","Škrha","Prof. MUDr.","Univerzita Karlova v Praze - 1. lékařská fakulta",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Biochemie, metabolismus a výživa",303,"Eva","Táborská","Prof. RNDr.","Masarykova univerzita - Lékařská fakulta",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Biochemie, metabolismus a výživa",303,"Jan","Teisinger","Ing.","Fyziologický ústav AV ČR",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Biochemie, metabolismus a výživa",303,"Karel","Vondra","Doc. MUDr.","Endokrinologický ústav",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Biochemie, metabolismus a výživa",303,"Ivan","Votruba","RNDr.","Ústav organické chemie a biochemie AV ČR",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Biochemie, metabolismus a výživa",303,"Jiří","Wilhelm","Prof. RNDr.","Univerzita Karlova v Praze - 2. lékařská fakulta",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Morfologické obory a experimentální chirurgie",304,"Miloš","Grim","Prof. MUDr.","Univerzita Karlova v Praze - 1. lékařská fakulta",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Morfologické obory a experimentální chirurgie",304,"Lucie","Kubínová","RNDr.","Fyziologický ústav AV ČR",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Morfologické obory a experimentální chirurgie",304,"Jaroslav","Mokrý","Prof. MUDr.","Univerzita Karlova v Praze - Lékařská fakulta v Hradci Králové",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Morfologické obory a experimentální chirurgie",304,"Jan","Peregrin","Doc. MUDr.","Institut klinické a experimentální medicíny",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Morfologické obory a experimentální chirurgie",304,"Ivan","Raška","Prof. RNDr.","Univerzita Karlova v Praze - 1. lékařská fakulta",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Morfologické obory a experimentální chirurgie",304,"David","Sedmera","Doc. MUDr.","Univerzita Karlova v Praze - 1. lékařská fakulta",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Morfologické obory a experimentální chirurgie",304,"Alena","Skálová","Prof. MUDr.","Univerzita Karlova v Praze - Lékařská fakulta v Plzni",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Morfologické obory a experimentální chirurgie",304,"Tomáš","Soukup","RNDr.","Fyziologický ústav AV ČR",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Fyziologické obory, farmakologie, toxikologie",305,"Pavel","Anzenbacher","Prof. RNDr.","Univerzita Palackého v Olomouci - Lékařská fakulta",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Fyziologické obory, farmakologie, toxikologie",305,"Luděk","Červenka","Doc. MUDr.","Institut klinické a experimentální medicíny",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
